No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
20802,Residential Land(Land and Building),Residential Area,6364,Yamagata Prefecture,"Mamurogawa Town,Mogami County",Oaza Hiraoka,Mamurogawa,9,9.0,9.0,4800000,,430,0,,,Irregular Shaped,29.0,False,160.0,0,1978.0,0,W,House,House,North,National Highway,12.0,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
34472,Residential Land(Land Only),Residential Area,6207,Yamagata Prefecture,Kaminoyama City,Nagashimizu,Kaminoyamaonsen,19,19.0,19.0,7500000,,230,0,33000.0,110000.0,Semi-shaped,14.5,False,,0,,0,,,,West,Prefectural Road,8.5,Category II Residential Zone,60.0,200.0,4th quarter 2009,2009,4,,
32897,Residential Land(Land Only),Residential Area,6205,Yamagata Prefecture,Shinjo City,Ishikawamachi,Shinjo,18,18.0,18.0,13000000,,450,0,29000.0,95000.0,Rectangular Shaped,16.0,False,,0,,0,,,,No facing road,,,Category I Residential Zone,60.0,200.0,3rd quarter 2009,2009,3,,
33340,Agricultural Land,,6381,Yamagata Prefecture,"Takahata Town,Higashiokitama County",Oaza Fukanuma,,,,,18000000,,4000,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2011,2011,1,,
35856,Agricultural Land,,6402,Yamagata Prefecture,"Shirataka Town,Nishiokitama County",Oaza Asadachi,,,,,50000,,155,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2012,2012,4,,
7344,Agricultural Land,,6204,Yamagata Prefecture,Sakata City,Nakanomata,,,,,870000,,460,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2014,2014,1,,
3168,Residential Land(Land and Building),Residential Area,6202,Yamagata Prefecture,Yonezawa City,Otamachi,Minamiyonezawa,13,13.0,13.0,1700000,,380,0,,,Semi-rectangular Shaped,23.0,False,210.0,0,1969.0,0,W,House,Other,West,Private Road,4.5,Category I Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,Dealings in which auction or arbiter participates
12805,Residential Land(Land Only),Residential Area,6204,Yamagata Prefecture,Sakata City,Kamegasaki,Sakata,30-60minutes,30.0,60.0,21000000,,1000,0,20000.0,67000.0,Semi-rectangular Shaped,19.5,False,,0,,0,,,,South,City Road,8.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2010,2010,1,,
25680,Agricultural Land,,6461,Yamagata Prefecture,"Yuza Town,Akumi County",Sugasato,,,,,4500000,,3400,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2019,2019,1,,
29081,Agricultural Land,,6209,Yamagata Prefecture,Nagai City,Teraizumi,,,,,330000,,230,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2012,2012,3,,
7268,Agricultural Land,,6204,Yamagata Prefecture,Sakata City,Chiyoda,,,,,280000,,350,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
12118,Residential Land(Land Only),Residential Area,6201,Yamagata Prefecture,Yamagata City,Iizukamachi,Yamagata,30-60minutes,30.0,60.0,4600000,,190,0,24000.0,80000.0,Rectangular Shaped,10.0,False,,0,,0,,,,East,Private Road,3.9,Urbanization Control Area,70.0,200.0,2nd quarter 2013,2013,2,,
38405,Agricultural Land,,6364,Yamagata Prefecture,"Mamurogawa Town,Mogami County",Oaza Hiraoka,,,,,68000,,300,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2008,2008,4,,
21250,Agricultural Land,,6366,Yamagata Prefecture,"Sakegawa Village,Mogami County",Oaza Magarigawa,,,,,140000,,155,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
22749,Agricultural Land,,6382,Yamagata Prefecture,"Kawanishi Town,Higashiokitama County",Oaza Yoshita,,,,,1500000,,2700,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2019,2019,1,,
38612,Agricultural Land,,6363,Yamagata Prefecture,"Funagata Town,Mogami County",Tomita,,,,,4600000,,5000,1,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
27767,Residential Land(Land and Building),Residential Area,6202,Yamagata Prefecture,Yonezawa City,Toorimachi,Yonezawa,30-60minutes,30.0,60.0,2600000,,280,0,,,Semi-shaped,15.0,False,70.0,0,1977.0,0,W,House,,West,City Road,5.5,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2009,2009,3,,Dealings including private road
29654,Agricultural Land,,6364,Yamagata Prefecture,"Mamurogawa Town,Mogami County",Oaza Kawanouchi,,,,,220000,,185,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2010,2010,1,,
29419,Residential Land(Land and Building),Residential Area,6209,Yamagata Prefecture,Nagai City,Ikagawa,Uzennarita,13,13.0,13.0,4000000,,330,0,,,Semi-trapezoidal Shaped,12.0,False,85.0,0,1974.0,0,W,House,,South,City Road,6.5,Non-divided City Planning Area,70.0,200.0,1st quarter 2013,2013,1,,
7125,Residential Land(Land Only),Residential Area,6204,Yamagata Prefecture,Sakata City,Suehirocho,Sakata,21,21.0,21.0,3400000,,100,0,33000.0,110000.0,Semi-rectangular Shaped,11.0,False,,0,,0,,,Other,Southwest,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2017,2017,2,,
7723,Agricultural Land,,6201,Yamagata Prefecture,Yamagata City,Omotezao,,,,,3100000,,160,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2011,2011,3,,
21608,Residential Land(Land Only),Residential Area,6201,Yamagata Prefecture,Yamagata City,Oaza Shakado,Yamagata,1H-1H30,60.0,90.0,13000000,,420,0,31000.0,100000.0,Semi-rectangular Shaped,15.0,False,,0,,0,,,,North,City Road,5.0,Urbanization Control Area,70.0,200.0,3rd quarter 2008,2008,3,,
8988,Residential Land(Land Only),Commercial Area,6206,Yamagata Prefecture,Sagae City,Oaza Sagae,Nishisagae,14,14.0,14.0,10000000,,230,0,44000.0,150000.0,Rectangular Shaped,18.0,False,,0,,0,,,Other,West,City Road,9.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,
35971,Residential Land(Land and Building),Residential Area,6382,Yamagata Prefecture,"Kawanishi Town,Higashiokitama County",Oaza Tokida,Chugun (Yamagata),14,14.0,14.0,2500000,,190,0,,,Semi-rectangular Shaped,12.0,False,135.0,0,1981.0,0,W,House,,West,National Highway,7.0,Outside City Planning Area,,,4th quarter 2013,2013,4,,
35192,Agricultural Land,,6364,Yamagata Prefecture,"Mamurogawa Town,Mogami County",Oaza Uchimachi,,,,,200000,,220,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2013,2013,4,,
17812,Residential Land(Land Only),Residential Area,6301,Yamagata Prefecture,"Yamanobe Town,Higashimurayama County",Oaza Yamanobe,Uzen-yamabe,6,6.0,6.0,3000000,,100,0,30000.0,100000.0,Semi-trapezoidal Shaped,,False,,0,,0,,,House,No facing road,,,Category II Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,Dealings of adjacent land
9211,Residential Land(Land and Building),Residential Area,6206,Yamagata Prefecture,Sagae City,Oaza Shiraiwa,Uzentakamatsu,23,23.0,23.0,5700000,,790,0,,,Irregular Shaped,50.0,True,150.0,0,1981.0,0,W,House,House,No facing road,,,Non-divided City Planning Area,70.0,200.0,1st quarter 2018,2018,1,,
11400,Agricultural Land,,6209,Yamagata Prefecture,Nagai City,Kusaoka,,,,,590000,,2000,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2018,2018,1,,Dealings between related objects
27191,Agricultural Land,,6207,Yamagata Prefecture,Kaminoyama City,Kanaya,,,,,5100000,,280,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2012,2012,4,,
31570,Residential Land(Land Only),Commercial Area,6211,Yamagata Prefecture,Higashine City,Sakuramboekimae,Sakuranbohigashine,4,4.0,4.0,15000000,,280,0,54000.0,180000.0,Semi-rectangular Shaped,17.5,False,,0,,0,,,,North,City Road,8.0,Commercial Zone,80.0,400.0,3rd quarter 2013,2013,3,,
6033,Agricultural Land,,6203,Yamagata Prefecture,Tsuruoka City,Mawatari,,,,,60000,,210,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
5226,Residential Land(Land and Building),Residential Area,6203,Yamagata Prefecture,Tsuruoka City,Chiwaramachi,Tsuruoka,30-60minutes,30.0,60.0,13000000,,230,0,,,Semi-rectangular Shaped,12.0,False,220.0,0,1975.0,0,W,House,House,West,City Road,6.0,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
20167,Agricultural Land,,6363,Yamagata Prefecture,"Funagata Town,Mogami County",Tomita,,,,,250000,,640,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2017,2017,1,,
27357,Residential Land(Land Only),Residential Area,6202,Yamagata Prefecture,Yonezawa City,Banseicho,Yonezawa,21,21.0,21.0,5300000,,220,0,24000.0,78000.0,Semi-rectangular Shaped,13.0,False,,0,,0,,,,North,Road,4.0,Non-divided City Planning Area,70.0,200.0,2nd quarter 2007,2007,2,,
12363,Residential Land(Land and Building),Residential Area,6210,Yamagata Prefecture,Tendo City,Oaza Kunomoto,Midaregawa,24,24.0,24.0,6500000,,360,0,,,Semi-rectangular Shaped,12.4,False,45.0,0,1988.0,0,W,House,House,South,City Road,4.2,Urbanization Control Area,70.0,100.0,3rd quarter 2015,2015,3,,
33410,Residential Land(Land and Building),Residential Area,6206,Yamagata Prefecture,Sagae City,Midoricho,Nishisagae,18,18.0,18.0,16000000,,750,0,,,Semi-square Shaped,28.0,False,210.0,0,1979.0,0,W,House,,North,City Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2008,2008,4,,
3528,Residential Land(Land Only),Residential Area,6202,Yamagata Prefecture,Yonezawa City,Jonan,Minamiyonezawa,13,13.0,13.0,5000000,,230,0,21000.0,70000.0,Semi-trapezoidal Shaped,9.0,False,,0,,0,,,Other,South,City Road,10.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
29619,Forest Land,,6209,Yamagata Prefecture,Nagai City,Koide,,,,,210000,,680,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2013,2013,3,,
19856,Residential Land(Land Only),Residential Area,6362,Yamagata Prefecture,"Mogami Town,Mogami County",Oaza Shimo,Usugi,4,4.0,4.0,1000000,,320,0,3200.0,10000.0,Rectangular Shaped,22.0,False,,0,,0,,,Factory,No facing road,,,Non-divided City Planning Area,70.0,200.0,4th quarter 2016,2016,4,,
2425,Residential Land(Land and Building),Residential Area,6201,Yamagata Prefecture,Yamagata City,Oaza Matsubara,Zao,10,10.0,10.0,30000000,,220,0,,,Semi-rectangular Shaped,16.0,False,,0,,0,,,House,West,City Road,8.0,Urbanization Control Area,70.0,200.0,1st quarter 2014,2014,1,,
19562,Residential Land(Land Only),Residential Area,6341,Yamagata Prefecture,"Oishida Town,Kitamurayama County",Midoricho,Oishida,8,8.0,8.0,3700000,,280,0,13000.0,43000.0,Semi-rectangular Shaped,21.0,False,,0,,0,,,,North,Town Road,6.0,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
38250,Agricultural Land,,6323,Yamagata Prefecture,"Asahi Town,Nishimurayama County",Oaza Tokiwa,,,,,110000,,780,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
38556,Agricultural Land,,6367,Yamagata Prefecture,"Tozawa Village,Mogami County",Oaza Kuraoka,,,,,320000,,530,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2008,2008,2,,
4993,Forest Land,,6203,Yamagata Prefecture,Tsuruoka City,Soegawa,,,,,49000,,115,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2017,2017,3,,
32754,Agricultural Land,,6365,Yamagata Prefecture,"Okura Village,Mogami County",Oaza Shimizu,,,,,290000,,200,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2011,2011,4,,
13904,Residential Land(Land Only),Residential Area,6201,Yamagata Prefecture,Yamagata City,Nagamachi,Uzenchitose,10,10.0,10.0,13000000,,260,0,50000.0,170000.0,Rectangular Shaped,,False,,0,,0,,,,West,City Road,6.0,,,,2nd quarter 2012,2012,2,,
9850,Residential Land(Land Only),Residential Area,6207,Yamagata Prefecture,Kaminoyama City,Kanaoinishi,Kaminoyamaonsen,23,23.0,23.0,10000000,,290,0,34000.0,110000.0,Semi-square Shaped,16.7,False,,0,,0,,,Warehouse,East,City Road,6.0,Category I Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
16954,Residential Land(Land Only),Residential Area,6213,Yamagata Prefecture,Nan-yo City,Nagaoka,Akayu,21,21.0,21.0,4800000,,230,0,20000.0,67000.0,Semi-square Shaped,15.5,False,,0,,0,,,House,Southeast,City Road,6.0,Non-divided City Planning Area,70.0,200.0,2nd quarter 2015,2015,2,,
35456,Forest Land,,6208,Yamagata Prefecture,Murayama City,Oaza Yunosawa,,,,,5000,,370,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
26958,Residential Land(Land and Building),Residential Area,6202,Yamagata Prefecture,Yonezawa City,Toorimachi,Yonezawa,30-60minutes,30.0,60.0,2200000,,185,0,,,Rectangular Shaped,11.0,False,90.0,0,1977.0,0,W,House,,Southwest,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2008,2008,2,,Dealings including private road
5017,Residential Land(Land and Building),Commercial Area,6203,Yamagata Prefecture,Tsuruoka City,Daitomachi,Tsuruoka,26,26.0,26.0,13000000,,490,0,,,Irregular Shaped,10.0,False,135.0,0,1964.0,0,W,House,Other,North,City Road,5.8,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2016,2016,3,,Dealings including private road
3531,Residential Land(Land and Building),Residential Area,6202,Yamagata Prefecture,Yonezawa City,Jonan,Minamiyonezawa,13,13.0,13.0,12000000,,310,0,,,Semi-shaped,,False,170.0,0,1993.0,0,W,House,House,West,Private Road,4.0,Category I Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,Dealings including private road
27518,Residential Land(Land and Building),Residential Area,6211,Yamagata Prefecture,Higashine City,Oaza Osanagi,Jinmachi,11,11.0,11.0,6500000,,270,0,,,Rectangular Shaped,9.0,False,150.0,0,1976.0,0,W,House,,West,Road,2.0,Category II Residential Zone,60.0,200.0,3rd quarter 2011,2011,3,,
16517,Agricultural Land,,6213,Yamagata Prefecture,Nan-yo City,Ogi,,,,,470000,,340,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2015,2015,1,,
17130,Residential Land(Land and Building),Residential Area,6207,Yamagata Prefecture,Kaminoyama City,Shimmachi,Kaminoyamaonsen,23,23.0,23.0,11000000,,350,0,,,Irregular Shaped,23.0,False,195.0,0,,0,W,House,,East,City Road,6.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2010,2010,4,,
30926,Residential Land(Land and Building),Industrial Area,6204,Yamagata Prefecture,Sakata City,Kyoden,Sakata,1H-1H30,60.0,90.0,300000000,,2000,1,,,Semi-rectangular Shaped,50.0,True,2000.0,1,1997.0,0,S,"Office, Workshop",,East,City Road,12.0,Industrial Zone,60.0,200.0,1st quarter 2008,2008,1,,
19125,Residential Land(Land and Building),Residential Area,6324,Yamagata Prefecture,"Oe Town,Nishimuraya County",Oaza Tomizawa,Aterazawa,30-60minutes,30.0,60.0,3000000,,720,0,,,Irregular Shaped,18.0,False,140.0,0,1975.0,0,W,House,House,Southeast,Town Road,5.5,Non-divided City Planning Area,70.0,200.0,2nd quarter 2016,2016,2,,
5357,Residential Land(Land and Building),Residential Area,6203,Yamagata Prefecture,Tsuruoka City,Niigatamachi,Tsuruoka,20,20.0,20.0,9200000,,360,0,,,Semi-rectangular Shaped,20.0,False,190.0,0,1970.0,0,W,House,House,West,City Road,11.4,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,Dealings in which auction or arbiter participates
29809,Agricultural Land,,6210,Yamagata Prefecture,Tendo City,Oaza Takadama,,,,,350000,,640,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2012,2012,2,,
30758,Agricultural Land,,6211,Yamagata Prefecture,Higashine City,Oaza Kanisawa,,,,,1200000,,260,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2012,2012,3,,
5685,Agricultural Land,,6203,Yamagata Prefecture,Tsuruoka City,Barashinden,,,,,610000,,1000,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
25905,Agricultural Land,,6461,Yamagata Prefecture,"Yuza Town,Akumi County",Fukura,,,,,390000,,110,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2017,2017,2,,
22121,Agricultural Land,,6201,Yamagata Prefecture,Yamagata City,Oaza Takasawa,,,,,540000,,210,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2007,2007,2,,
38049,Residential Land(Land Only),Residential Area,6302,Yamagata Prefecture,"Nakayama Town,Higashimurayama County",Oaza Nagasaki,Uzennagasaki,4,4.0,4.0,5000000,,165,0,30000.0,100000.0,Rectangular Shaped,9.0,False,,0,,0,,,,North,Town Road,6.5,Category I Residential Zone,60.0,200.0,1st quarter 2009,2009,1,,
39421,Residential Land(Land Only),Residential Area,6403,Yamagata Prefecture,"Iide Town,Nishiokitama County",Oaza Hagyu,Hagyu,21,21.0,21.0,4300000,,1500,0,2800.0,9300.0,Irregular Shaped,50.0,True,,0,,0,,,,West,Town Road,5.6,Outside City Planning Area,,,2nd quarter 2009,2009,2,,
30327,Residential Land(Land Only),Residential Area,6301,Yamagata Prefecture,"Yamanobe Town,Higashimurayama County",Oaza Negiwa,Uzen-yamabe,24,24.0,24.0,2600000,,170,0,15000.0,50000.0,Irregular Shaped,11.0,False,,0,,0,,,,South,Prefectural Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2011,2011,3,,
2420,Residential Land(Land and Building),Residential Area,6201,Yamagata Prefecture,Yamagata City,Oaza Matsubara,Zao,11,11.0,11.0,27000000,,220,0,,,Rectangular Shaped,13.0,False,,0,,0,,,House,South,Access Road,6.0,Urbanization Control Area,70.0,200.0,2nd quarter 2014,2014,2,,
213,Residential Land(Land and Building),Residential Area,6201,Yamagata Prefecture,Yamagata City,Isuzu,Kitayamagata,30-60minutes,30.0,60.0,5100000,,165,0,,,Semi-rectangular Shaped,8.6,False,75.0,0,1974.0,0,W,House,House,West,City Road,6.0,Category II Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2016,2016,1,,
22344,Residential Land(Land Only),Residential Area,6382,Yamagata Prefecture,"Kawanishi Town,Higashiokitama County",Oaza Kamikomatsu,Uzenkomatsu,8,8.0,8.0,6000000,,710,0,8400.0,28000.0,Semi-shaped,18.0,False,,0,,0,,,Other,North,Town Road,4.5,Category I Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,Dealings of adjacent land
24401,Agricultural Land,,6403,Yamagata Prefecture,"Iide Town,Nishiokitama County",Oaza Tenoko,,,,,310000,,3100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2017,2017,1,,
37916,Agricultural Land,,6323,Yamagata Prefecture,"Asahi Town,Nishimurayama County",Oaza Ofunagi,,,,,59000,,240,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2008,2008,1,,
23317,Residential Land(Land and Building),Residential Area,6211,Yamagata Prefecture,Higashine City,Oaza Osanagi,Jinmachi,30-60minutes,30.0,60.0,11000000,,300,0,,,Rectangular Shaped,16.0,False,170.0,0,1990.0,0,W,House,,South,Prefectural Road,9.0,Non-divided City Planning Area,70.0,200.0,3rd quarter 2010,2010,3,,
28585,Agricultural Land,,6208,Yamagata Prefecture,Murayama City,Oaza Tochiuda,,,,,1800000,,440,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2012,2012,3,,
19477,Residential Land(Land and Building),Residential Area,6205,Yamagata Prefecture,Shinjo City,Jonammachi,Shinjo,18,18.0,18.0,9500000,,270,0,,,Trapezoidal Shaped,14.0,False,90.0,0,1987.0,0,W,House,,East,Private Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2011,2011,4,,
32891,Residential Land(Land and Building),Residential Area,6213,Yamagata Prefecture,Nan-yo City,Kooriyama,Akayu,5,5.0,5.0,2600000,,210,0,,,Semi-trapezoidal Shaped,12.0,False,80.0,0,1969.0,0,W,Warehouse,,Southeast,City Road,4.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2012,2012,4,,
15142,Residential Land(Land and Building),Residential Area,6201,Yamagata Prefecture,Yamagata City,Nanukamachi,Yamagata,21,21.0,21.0,38000000,,300,0,,,Rectangular Shaped,20.5,False,140.0,0,1982.0,0,W,House,,West,City Road,8.5,Category I Residential Zone,60.0,200.0,2nd quarter 2013,2013,2,,Dealings of adjacent land
25541,Agricultural Land,,6461,Yamagata Prefecture,"Yuza Town,Akumi County",Eji,,,,,300000,,680,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
9306,Agricultural Land,,6206,Yamagata Prefecture,Sagae City,Oaza Takaya,,,,,900000,,2000,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2019,2019,2,,
27711,Residential Land(Land Only),Commercial Area,6202,Yamagata Prefecture,Yonezawa City,Montomachi,Yonezawa,24,24.0,24.0,7300000,,130,0,55000.0,180000.0,Rectangular Shaped,5.0,False,,0,,0,,,,West,Prefectural Road,13.5,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2008,2008,4,,
26102,Agricultural Land,,6461,Yamagata Prefecture,"Yuza Town,Akumi County",Yoshide,,,,,15000,,1400,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,Dealings in which auction or arbiter participates
15024,Residential Land(Land and Building),Residential Area,6201,Yamagata Prefecture,Yamagata City,Nagamachi,Uzenchitose,14,14.0,14.0,18000000,,170,0,,,Semi-shaped,,False,95.0,0,2013.0,0,W,House,,East,City Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2013,2013,3,,
13875,Agricultural Land,,6210,Yamagata Prefecture,Tendo City,Oaza Yamaguchi,,,,,3600000,,2400,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2014,2014,1,,
7414,Residential Land(Land Only),Commercial Area,6204,Yamagata Prefecture,Sakata City,Nibancho,Sakata,13,13.0,13.0,6500000,,185,0,35000.0,120000.0,Rectangular Shaped,10.0,False,,0,,0,,,House,South,City Road,10.0,Commercial Zone,80.0,400.0,4th quarter 2015,2015,4,,
11986,Residential Land(Land and Building),Residential Area,6201,Yamagata Prefecture,Yamagata City,Azumacho,Yamagata,23,23.0,23.0,7600000,,140,0,,,Rectangular Shaped,,False,,0,,0,,,,North,Road,10.0,Category I Residential Zone,60.0,200.0,2nd quarter 2013,2013,2,,
35062,Agricultural Land,,6209,Yamagata Prefecture,Nagai City,Koide,,,,,17000,,155,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2008,2008,1,,
14393,Agricultural Land,,6211,Yamagata Prefecture,Higashine City,Oaza Shimaohori,,,,,3000000,,2200,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
35521,Agricultural Land,,6209,Yamagata Prefecture,Nagai City,Kawarazawa,,,,,2000000,,5000,1,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2009,2009,2,,
