No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
22513,Residential Land(Land Only),Residential Area,19207,Yamanashi Prefecture,Nirasaki City,Okusamachi,Nirasaki,30-60minutes,30.0,60.0,4000000,,430,0,9400.0,31000.0,Semi-trapezoidal Shaped,22.0,False,,0,,0,,,,South,City Road,4.0,Non-divided City Planning Area,70.0,200.0,4th quarter 2009,2009,4,,
260,Residential Land(Land and Building),Residential Area,19201,Yamanashi Prefecture,Kofu City,Ikeda,Kofu,30-60minutes,30.0,60.0,34000000,,210,0,,,Semi-rectangular Shaped,13.0,False,115.0,0,2016.0,0,LS,House,Other,South,Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
12926,Residential Land(Land Only),Commercial Area,19201,Yamanashi Prefecture,Kofu City,Mukomachi,Isawaonsen,30-60minutes,30.0,60.0,25000000,,2000,1,9300.0,31000.0,Irregular Shaped,47.5,False,,0,,0,,,,Northeast,National Highway,22.0,Urbanization Control Area,60.0,200.0,1st quarter 2010,2010,1,,
27117,Residential Land(Land Only),Residential Area,19213,Yamanashi Prefecture,Koshu City,Enzammikkaichiba,Enzan,30-60minutes,30.0,60.0,300000,,170,0,1800.0,5800.0,Semi-rectangular Shaped,,False,,0,,0,,,,No facing road,,,Non-divided City Planning Area,70.0,200.0,4th quarter 2007,2007,4,,
15449,Residential Land(Land and Building),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Nagasakachonagasakakamijo,Nagasaka,18,18.0,18.0,17000000,,350,0,,,Semi-rectangular Shaped,15.0,False,115.0,0,2004.0,0,W,"House, Shop",,Northeast,City Road,14.0,Outside City Planning Area,,,3rd quarter 2011,2011,3,,
16436,Residential Land(Land Only),Residential Area,19429,Yamanashi Prefecture,"Narusawa Village,Minamitsuru County",(No Address),Kawaguchiko,1H30-2H,90.0,120.0,7300000,,860,0,8500.0,28000.0,Semi-rectangular Shaped,26.0,False,,0,,0,,,,South,Private Road,7.0,Outside City Planning Area,,,3rd quarter 2010,2010,3,,
5544,Residential Land(Land Only),Potential Residential Area,19209,Yamanashi Prefecture,Hokuto City,Akenochosannokura,Shinpu,30-60minutes,30.0,60.0,2300000,,2000,1,1100.0,3700.0,Semi-rectangular Shaped,,False,,0,,0,,,,Northeast,Road,4.0,Outside City Planning Area,,,3rd quarter 2016,2016,3,,
9563,Residential Land(Land Only),Residential Area,19213,Yamanashi Prefecture,Koshu City,Enzanshimoozo,Enzan,12,12.0,12.0,2800000,,95,0,29000.0,97000.0,Semi-trapezoidal Shaped,2.5,False,,0,,0,,,,East,Prefectural Road,7.4,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
20125,Residential Land(Land Only),Residential Area,19207,Yamanashi Prefecture,Nirasaki City,Anayamamachi,Anayama,15,15.0,15.0,3700000,,190,0,19000.0,64000.0,Trapezoidal Shaped,10.0,False,,0,,0,,,,Northeast,Road,4.0,Outside City Planning Area,,,3rd quarter 2013,2013,3,,
11541,Residential Land(Land and Building),Commercial Area,19425,Yamanashi Prefecture,"Yamanakako Village,Minamitsuru County",Yamanaka,Fujisan,2H-,120.0,,5000000,,290,0,,,Irregular Shaped,38.0,False,,0,,0,,,Other,North,Village Road,5.0,Non-divided City Planning Area,70.0,200.0,2nd quarter 2018,2018,2,,
8234,Residential Land(Land Only),Potential Residential Area,19210,Yamanashi Prefecture,Kai City,Ryuji,Shiozaki,13,13.0,13.0,7000000,,1300,0,5300.0,18000.0,Semi-trapezoidal Shaped,19.0,False,,0,,0,,,,North,Agricultural Road,4.3,Non-divided City Planning Area,70.0,200.0,4th quarter 2018,2018,4,,
12290,Residential Land(Land and Building),Residential Area,19430,Yamanashi Prefecture,"Fujikawaguchiko Town,Minamitsuru County",Fujigane,Kawaguchiko,2H-,120.0,,7000000,,1300,0,,,Semi-rectangular Shaped,33.0,False,155.0,0,1989.0,0,W,"House, Other",,Southeast,Private Road,6.0,Outside City Planning Area,,,2nd quarter 2017,2017,2,,
4351,Residential Land(Land Only),Residential Area,19207,Yamanashi Prefecture,Nirasaki City,Kamiyamamachi,Nirasaki,30-60minutes,30.0,60.0,5000000,,1200,0,4000.0,13000.0,Semi-shaped,31.0,False,,0,,0,,,Other,South,City Road,7.5,Non-divided City Planning Area,70.0,200.0,3rd quarter 2016,2016,3,,
27257,Residential Land(Land Only),Commercial Area,19214,Yamanashi Prefecture,Chuo City,Nishihanawa,Higashihanawa,8,8.0,8.0,53000000,,1100,0,48000.0,160000.0,Semi-trapezoidal Shaped,30.0,False,,0,,0,,,,North,Prefectural Road,9.0,Category II Residential Zone,60.0,200.0,4th quarter 2008,2008,4,,
12575,Residential Land(Land and Building),Residential Area,19201,Yamanashi Prefecture,Kofu City,Kamiishida,Kofu,30-60minutes,30.0,60.0,15000000,,165,0,,,Semi-rectangular Shaped,9.0,False,115.0,0,1978.0,0,W,House,,Southwest,City Road,8.0,Category I Residential Zone,60.0,200.0,4th quarter 2010,2010,4,,
3332,Residential Land(Land Only),Residential Area,19204,Yamanashi Prefecture,Tsuru City,Shimoya,Akasaka (Yamanashi),9,9.0,9.0,9700000,,220,0,44000.0,150000.0,Semi-rectangular Shaped,14.0,False,,0,,0,,,,Northeast,City Road,2.0,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
13575,Residential Land(Land and Building),Residential Area,19201,Yamanashi Prefecture,Kofu City,Takabatake,Kofu,30-60minutes,30.0,60.0,5900000,,155,0,,,Rectangular Shaped,11.0,False,50.0,0,1965.0,0,W,House,,West,Road,2.0,Category I Residential Zone,60.0,200.0,4th quarter 2011,2011,4,,Dealings including private road
3340,Residential Land(Land Only),Residential Area,19204,Yamanashi Prefecture,Tsuru City,Shimoya,Tsurushi,11,11.0,11.0,870000,,155,0,5700.0,19000.0,Irregular Shaped,,False,,0,,0,,,,No facing road,,,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
20962,Residential Land(Land and Building),Residential Area,19210,Yamanashi Prefecture,Kai City,Nakashimojo,Ryuo,24,24.0,24.0,10000000,,200,0,,,Semi-rectangular Shaped,12.0,False,95.0,0,1976.0,0,LS,House,,North,City Road,3.0,Category I Residential Zone,60.0,200.0,2nd quarter 2013,2013,2,,
2707,Residential Land(Land Only),Residential Area,19201,Yamanashi Prefecture,Kofu City,Wadomachi,Isawaonsen,30-60minutes,30.0,60.0,5000000,,220,0,23000.0,77000.0,Semi-rectangular Shaped,16.0,False,,0,,0,,,House,North,Road,4.0,Urbanization Control Area,60.0,200.0,3rd quarter 2018,2018,3,,
19222,Residential Land(Land Only),Residential Area,19201,Yamanashi Prefecture,Kofu City,Takara,Kofu,13,13.0,13.0,7300000,,100,0,73000.0,240000.0,Rectangular Shaped,11.0,False,,0,,0,,,,No facing road,,,Category II Residential Zone,60.0,150.0,2nd quarter 2013,2013,2,,
23061,Residential Land(Land and Building),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Nagasakachotsukakawa,Hinoharu,30-60minutes,30.0,60.0,10000000,,790,0,,,Rectangular Shaped,33.0,False,120.0,0,2002.0,0,W,House,,Northeast,City Road,4.0,Outside City Planning Area,,,2nd quarter 2009,2009,2,,Dealings in which auction or arbiter participates
22851,Residential Land(Land Only),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Oizumichoyato,Kaioizumi,30-60minutes,30.0,60.0,8000000,,660,0,12000.0,40000.0,Semi-rectangular Shaped,22.0,False,,0,,0,,,,East,Road,4.6,Outside City Planning Area,,,3rd quarter 2009,2009,3,,
9845,Residential Land(Land Only),Residential Area,19214,Yamanashi Prefecture,Chuo City,Shimokato,Koikawa,3,3.0,3.0,19000000,,440,0,43000.0,140000.0,Semi-rectangular Shaped,21.8,False,,0,,0,,,House,East,City Road,4.2,Urbanization Control Area,60.0,200.0,2nd quarter 2016,2016,2,,
10393,Residential Land(Land Only),Residential Area,19365,Yamanashi Prefecture,"Minobu Town,Minamikoma County",Umedaira,Minobu,30-60minutes,30.0,60.0,600000,,300,0,2000.0,6500.0,Irregular Shaped,,False,,0,,0,,,Other,Southeast,Town Road,4.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,4th quarter 2014,2014,4,,Dealings in which auction or arbiter participates
17521,Residential Land(Land and Building),Residential Area,19201,Yamanashi Prefecture,Kofu City,Tokoji,Zenkoji,11,11.0,11.0,70000000,,880,0,,,Rectangular Shaped,17.0,False,570.0,0,2005.0,0,S,Housing Complex,,South,City Road,8.5,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2012,2012,1,,Dealings in which auction or arbiter participates
18679,Residential Land(Land and Building),Residential Area,19210,Yamanashi Prefecture,Kai City,Nishiyahata,Ryuo,26,26.0,26.0,9000000,,220,0,,,Semi-rectangular Shaped,28.0,False,140.0,0,1990.0,0,S,"Shop, Other",,East,Prefectural Road,7.0,Category I Residential Zone,60.0,200.0,1st quarter 2012,2012,1,,
3420,Residential Land(Land Only),Residential Area,19204,Yamanashi Prefecture,Tsuru City,Tsuru,Tsurushi,4,4.0,4.0,11000000,,300,0,36000.0,120000.0,Semi-rectangular Shaped,9.5,False,,0,,0,,,House,Northwest,City Road,11.0,Category I Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,
1097,Residential Land(Land and Building),Residential Area,19201,Yamanashi Prefecture,Kofu City,Kokubo,Kokubo,30-60minutes,30.0,60.0,15000000,,690,0,,,Semi-square Shaped,26.0,False,145.0,0,1971.0,0,W,House,,Northwest,City Road,3.7,Category I Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
9652,Forest Land,,19213,Yamanashi Prefecture,Koshu City,Katsunumachokatsunuma,,,,,460000,,185,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2019,2019,1,,
4726,Residential Land(Land and Building),Residential Area,19208,Yamanashi Prefecture,Minami Alps City,Arino,Ryuo,1H-1H30,60.0,90.0,6300000,,170,0,,,Semi-rectangular Shaped,20.0,False,105.0,0,1996.0,0,W,House,,South,City Road,4.2,Non-divided City Planning Area,70.0,200.0,2nd quarter 2019,2019,2,,Dealings in which auction or arbiter participates
26433,Residential Land(Land Only),Potential Residential Area,19210,Yamanashi Prefecture,Kai City,Onuta,Shiozaki,30-60minutes,30.0,60.0,2000000,,120,0,17000.0,56000.0,Semi-rectangular Shaped,,False,,0,,0,,,,No facing road,,,Outside City Planning Area,,,2nd quarter 2008,2008,2,,
3688,Residential Land(Land Only),Residential Area,19205,Yamanashi Prefecture,Yamanashi City,Kamikanogawa,Yamanashishi,7,7.0,7.0,12000000,,270,0,45000.0,150000.0,Semi-shaped,10.0,False,,0,,0,,,House,South,Road,4.5,Category II Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
25145,Agricultural Land,,19205,Yamanashi Prefecture,Yamanashi City,Kamikuribara,,,,,5600000,,1800,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2008,2008,3,,
1323,Residential Land(Land Only),Residential Area,19201,Yamanashi Prefecture,Kofu City,Shimoiida,Kofu,30-60minutes,30.0,60.0,12000000,,460,0,26000.0,87000.0,Semi-square Shaped,22.0,False,,0,,0,,,,East,City Road,6.0,Category I Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
10630,Residential Land(Land Only),Potential Residential Area,19366,Yamanashi Prefecture,"Nanbu Town,Minamikoma County",Fukushi,Ide,30-60minutes,30.0,60.0,7000000,,1000,0,6900.0,23000.0,Irregular Shaped,,False,,0,,0,,,,Southeast,Agricultural Road,3.0,Outside City Planning Area,,,4th quarter 2018,2018,4,,
23533,Residential Land(Land and Building),Residential Area,19213,Yamanashi Prefecture,Koshu City,Enzankamihagihara,Enzan,30-60minutes,30.0,60.0,15000000,,520,0,,,Semi-trapezoidal Shaped,17.5,False,170.0,0,1996.0,0,S,House,,North,City Road,6.5,Non-divided City Planning Area,70.0,200.0,1st quarter 2009,2009,1,,
14636,Residential Land(Land Only),Residential Area,19208,Yamanashi Prefecture,Minami Alps City,Arino,Ryuo,1H30-2H,90.0,120.0,9900000,,570,0,17000.0,58000.0,Semi-rectangular Shaped,38.0,False,,0,,0,,,,Northeast,Agricultural Road,5.0,Non-divided City Planning Area,70.0,200.0,2nd quarter 2011,2011,2,,
6949,Residential Land(Land and Building),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Hakushuchoshirasu,Nagasaka,2H-,120.0,,8300000,,600,0,,,Rectangular Shaped,18.0,False,60.0,0,1992.0,0,W,House,Other,East,Private Road,3.0,Outside City Planning Area,,,4th quarter 2017,2017,4,,
3861,Residential Land(Land Only),Residential Area,19205,Yamanashi Prefecture,Yamanashi City,Shotokuji,Yamanashishi,19,19.0,19.0,16000000,,710,0,23000.0,75000.0,Semi-rectangular Shaped,25.0,False,,0,,0,,,,East,City Road,4.7,Non-divided City Planning Area,70.0,200.0,1st quarter 2014,2014,1,,
6914,Residential Land(Land and Building),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Nagasakachohino,Hinoharu,30-60minutes,30.0,60.0,19000000,,800,0,,,Semi-rectangular Shaped,20.0,False,200.0,0,1994.0,0,W,House,House,East,Road,3.0,Outside City Planning Area,,,1st quarter 2016,2016,1,,
28165,Residential Land(Land and Building),Residential Area,19429,Yamanashi Prefecture,"Narusawa Village,Minamitsuru County",(No Address),Kawaguchiko,1H30-2H,90.0,120.0,7300000,,370,0,,,Rectangular Shaped,21.0,False,55.0,0,1986.0,0,W,House,,Northwest,Private Road,4.5,Outside City Planning Area,70.0,400.0,2nd quarter 2008,2008,2,,
4014,Residential Land(Land Only),Residential Area,19206,Yamanashi Prefecture,Otsuki City,Komahashi,Saruhashi,10,10.0,10.0,5000000,,200,0,25000.0,83000.0,Semi-trapezoidal Shaped,14.0,False,,0,,0,,,House,South,City Road,4.6,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
17201,Residential Land(Land Only),Potential Residential Area,19442,Yamanashi Prefecture,"Kosuge Village,Kitatsuru County",(No Address),Okutama,2H-,120.0,,300000,,390,0,770.0,2500.0,Semi-trapezoidal Shaped,6.0,False,,0,,0,,,,North,Road,3.5,Outside City Planning Area,,,3rd quarter 2011,2011,3,,
19915,Residential Land(Land Only),Commercial Area,19384,Yamanashi Prefecture,"Showa Town,Nakakoma County",Saijo,Kokubo,23,23.0,23.0,6800000,,300,0,23000.0,74000.0,Semi-rectangular Shaped,17.0,False,,0,,0,,,,Northwest,Road,,,,,2nd quarter 2012,2012,2,,
19115,Residential Land(Land Only),Potential Residential Area,19211,Yamanashi Prefecture,Fuefuki City,Yatsushirochooka,Isawaonsen,1H30-2H,90.0,120.0,1900000,,290,0,6500.0,22000.0,Semi-shaped,24.5,False,,0,,0,,,,Southeast,City Road,11.1,Quasi-city Planning Area,70.0,200.0,2nd quarter 2012,2012,2,,
12221,Residential Land(Land Only),Potential Residential Area,19430,Yamanashi Prefecture,"Fujikawaguchiko Town,Minamitsuru County",Kodachi,Kawaguchiko,30-60minutes,30.0,60.0,3000000,,200,0,15000.0,50000.0,Semi-rectangular Shaped,8.0,False,,0,,0,,,,Northwest,Town Road,6.1,Category II Exclusively Low-story Residential Zone,60.0,100.0,3rd quarter 2014,2014,3,,
11674,Residential Land(Land Only),Residential Area,19429,Yamanashi Prefecture,"Narusawa Village,Minamitsuru County",(No Address),Kawaguchiko,2H-,120.0,,3500000,,480,0,7200.0,24000.0,Semi-rectangular Shaped,20.0,False,,0,,0,,,,Southwest,Private Road,6.0,Outside City Planning Area,,,3rd quarter 2018,2018,3,,
21885,Residential Land(Land Only),Residential Area,19346,Yamanashi Prefecture,"Ichikawamisato Town,Nishiyatsushiro County",Ichikawadaimon,Ichikawadaimon,25,25.0,25.0,5400000,,270,0,20000.0,66000.0,Semi-rectangular Shaped,19.0,False,,0,,0,,,,South,Agricultural Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2013,2013,4,,
7724,Residential Land(Land Only),Residential Area,19210,Yamanashi Prefecture,Kai City,Tomitakeshinden,Ryuo,16,16.0,16.0,2700000,,75,0,36000.0,120000.0,Irregular Shaped,3.0,False,,0,,0,,,Other,South,City Road,4.3,Category I Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
6820,Residential Land(Land and Building),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Nagasakachoshiroizawa,Kaikoizumi,30-60minutes,30.0,60.0,14000000,,340,0,,,Semi-trapezoidal Shaped,29.0,False,85.0,0,2000.0,0,W,House,,Northeast,Prefectural Road,10.7,Outside City Planning Area,,,4th quarter 2014,2014,4,,
6962,Residential Land(Land Only),Potential Residential Area,19209,Yamanashi Prefecture,Hokuto City,Hakushuchoshirasu,Nagasaka,1H30-2H,90.0,120.0,7200000,,2000,1,3000.0,10000.0,Semi-rectangular Shaped,38.0,False,,0,,0,,,Other,Southwest,Road,2.8,Outside City Planning Area,,,4th quarter 2016,2016,4,,
10424,Forest Land,,19365,Yamanashi Prefecture,"Minobu Town,Minamikoma County",Obikane,,,,,74000,,180,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
14557,Residential Land(Land Only),Residential Area,19210,Yamanashi Prefecture,Kai City,Utsuya,Shiozaki,29,29.0,29.0,5400000,,450,0,12000.0,40000.0,Irregular Shaped,6.0,False,,0,,0,,,,East,City Road,5.2,Outside City Planning Area,,,2nd quarter 2010,2010,2,,
19332,Residential Land(Land Only),Commercial Area,19213,Yamanashi Prefecture,Koshu City,Katsunumachokyusoku,Katsunumabudokyo,30-60minutes,30.0,60.0,2800000,,150,0,18000.0,60000.0,Irregular Shaped,24.0,False,,0,,0,,,,Southeast,National Highway,13.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2012,2012,1,,
16313,Residential Land(Land Only),Residential Area,19425,Yamanashi Prefecture,"Yamanakako Village,Minamitsuru County",Hirano,Fujisan,2H-,120.0,,15000000,,1200,0,12000.0,41000.0,Trapezoidal Shaped,44.0,False,,0,,0,,,,Northwest,Prefectural Road,7.7,Non-divided City Planning Area,70.0,200.0,3rd quarter 2010,2010,3,,
6654,Residential Land(Land Only),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Nagasakachoobatta,Nagasaka,14,14.0,14.0,28000000,,2000,1,14000.0,47000.0,Semi-rectangular Shaped,39.0,False,,0,,0,,,Shop,Southwest,City Road,5.5,Outside City Planning Area,,,1st quarter 2019,2019,1,,
13022,Residential Land(Land Only),Residential Area,19202,Yamanashi Prefecture,Fujiyoshida City,Shimoyoshida,Gekkoji,21,21.0,21.0,9300000,,350,0,26000.0,87000.0,Flag-shaped etc.,4.0,False,,0,,0,,,,Northeast,City Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2010,2010,4,,
21347,Residential Land(Land Only),Potential Residential Area,19211,Yamanashi Prefecture,Fuefuki City,Sakaigawachoterao,Kaisumiyoshi,1H30-2H,90.0,120.0,39000000,,2000,1,9000.0,30000.0,Irregular Shaped,,False,,0,,0,,,,South,City Road,4.2,Non-divided City Planning Area,70.0,200.0,1st quarter 2013,2013,1,,
7157,Residential Land(Land Only),Residential Area,19209,Yamanashi Prefecture,Hokuto City,Mukawachoyanagisawa,Hinoharu,23,23.0,23.0,5600000,,1400,0,3900.0,13000.0,Semi-rectangular Shaped,30.0,False,,0,,0,,,,North,City Road,10.5,Outside City Planning Area,,,4th quarter 2015,2015,4,,
20764,Residential Land(Land Only),Potential Residential Area,19209,Yamanashi Prefecture,Hokuto City,Nagasakachotsukakawa,Hinoharu,30-60minutes,30.0,60.0,1500000,,145,0,11000.0,35000.0,Irregular Shaped,6.0,False,,0,,0,,,,Southeast,City Road,7.5,Outside City Planning Area,,,3rd quarter 2013,2013,3,,
14269,Residential Land(Land Only),Residential Area,19205,Yamanashi Prefecture,Yamanashi City,Kamikanogawa,Yamanashishi,5,5.0,5.0,20000000,,360,0,55000.0,180000.0,Semi-trapezoidal Shaped,17.0,False,,0,,0,,,,North,Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2011,2011,4,,
20440,Residential Land(Land Only),Potential Residential Area,19208,Yamanashi Prefecture,Minami Alps City,Jugosho,Higashihanawa,1H-1H30,60.0,90.0,6100000,,1000,0,6100.0,20000.0,Irregular Shaped,22.5,False,,0,,0,,,,North,City Road,5.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2013,2013,1,,Dealings in which auction or arbiter participates
13646,Residential Land(Land Only),Potential Residential Area,19208,Yamanashi Prefecture,Minami Alps City,Iino,Ryuo,1H30-2H,90.0,120.0,3100000,,170,0,18000.0,60000.0,Irregular Shaped,,False,,0,,0,,,,No facing road,,,Non-divided City Planning Area,70.0,200.0,2nd quarter 2010,2010,2,,
1301,Residential Land(Land Only),Residential Area,19201,Yamanashi Prefecture,Kofu City,Shiobe,Kofu,20,20.0,20.0,20000000,,190,0,110000.0,350000.0,Rectangular Shaped,15.0,False,,0,,0,,,Other,North,City Road,4.6,Category I Residential Zone,60.0,200.0,1st quarter 2018,2018,1,,"Dealings of adjacent land,Dealings including private road"
11714,Residential Land(Land Only),Residential Area,19429,Yamanashi Prefecture,"Narusawa Village,Minamitsuru County",(No Address),Kawaguchiko,1H30-2H,90.0,120.0,2700000,,420,0,6500.0,21000.0,Semi-rectangular Shaped,22.0,False,,0,,0,,,,East,Private Road,5.8,Outside City Planning Area,,,4th quarter 2017,2017,4,,
17137,Residential Land(Land Only),Residential Area,19430,Yamanashi Prefecture,"Fujikawaguchiko Town,Minamitsuru County",Nagahama,Kawaguchiko,1H-1H30,60.0,90.0,4000000,,135,0,30000.0,98000.0,Semi-rectangular Shaped,5.5,False,,0,,0,,,,Southeast,Prefectural Road,8.0,Non-divided City Planning Area,70.0,200.0,4th quarter 2011,2011,4,,
24221,Residential Land(Land Only),Residential Area,19201,Yamanashi Prefecture,Kofu City,Arakawa,Ryuo,30-60minutes,30.0,60.0,9500000,,175,0,54000.0,180000.0,Rectangular Shaped,12.0,False,,0,,0,,,,Southeast,Access Road,5.0,Quasi-industrial Zone,60.0,200.0,4th quarter 2008,2008,4,,
728,Residential Land(Land Only),Potential Residential Area,19201,Yamanashi Prefecture,Kofu City,Kamisonecho,Kaisumiyoshi,1H-1H30,60.0,90.0,200000,,100,0,2000.0,6500.0,Semi-trapezoidal Shaped,13.0,False,,0,,0,,,,West,Prefectural Road,11.3,Non-divided City Planning Area,60.0,200.0,1st quarter 2019,2019,1,,
2859,Residential Land(Land and Building),Residential Area,19202,Yamanashi Prefecture,Fujiyoshida City,Kamiyoshida,Fujisan,29,29.0,29.0,4900000,,165,0,,,Rectangular Shaped,9.0,False,95.0,0,1975.0,0,W,House,House,Northeast,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2018,2018,1,,
823,Residential Land(Land and Building),Industrial Area,19201,Yamanashi Prefecture,Kofu City,Kawadamachi,Isawaonsen,21,21.0,21.0,93000000,,2000,1,,,Semi-shaped,41.0,False,2000.0,1,1994.0,0,S,"Factory, Office, Workshop, Warehouse",Office,Northeast,City Road,6.0,Urbanization Control Area,60.0,200.0,3rd quarter 2019,2019,3,,
