No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
20459,Residential Land(Land Only),Industrial Area,18202,Fukui Prefecture,Tsuruga City,Horaicho,Tsuruga,23,23.0,23.0,6600000,,130,0,51000.0,170000.0,Semi-rectangular Shaped,9.8,False,,0,,0,,,,South,City Road,8.0,Quasi-industrial Zone,60.0,200.0,4th quarter 2007,2007,4,,
7867,Residential Land(Land Only),Residential Area,18210,Fukui Prefecture,Sakai City,Sakaichoasahi,Maruoka,11,11.0,11.0,5300000,,190,0,28000.0,91000.0,Semi-trapezoidal Shaped,15.0,False,,0,,0,,,House,North,City Road,7.7,Category I Exclusively Low-story Residential Zone,50.0,80.0,2nd quarter 2016,2016,2,,
15558,Agricultural Land,,18201,Fukui Prefecture,Fukui City,Shimomoridashimmachi,,,,,5000000,,1100,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2013,2013,4,,
19505,Agricultural Land,,18201,Fukui Prefecture,Fukui City,Shojicho,,,,,3000000,,340,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2007,2007,2,,
15776,Residential Land(Land and Building),Commercial Area,18481,Fukui Prefecture,"Takahama Town,Oi County",Higashimitsumatsu,Mitsumatsu,5,5.0,5.0,56000000,,2000,1,,,Irregular Shaped,35.0,False,700.0,0,1975.0,0,S,"Office, Shop",,South,National Highway,11.5,Outside City Planning Area,,,4th quarter 2012,2012,4,,
13449,Residential Land(Land Only),Residential Area,18423,Fukui Prefecture,"Echizen Town,Nyu County",Asahi,Shinmei,1H-1H30,60.0,90.0,780000,,340,0,2300.0,7600.0,Trapezoidal Shaped,20.0,False,,0,,0,,,,East,Town Road,6.0,Non-divided City Planning Area,60.0,100.0,2nd quarter 2011,2011,2,,Dealings in which auction or arbiter participates
18189,Residential Land(Land Only),Residential Area,18205,Fukui Prefecture,Ono City,Yokomakura,Echizenono,30-60minutes,30.0,60.0,3000000,,135,0,22000.0,74000.0,Rectangular Shaped,8.7,False,,0,,0,,,,South,City Road,6.0,Non-divided City Planning Area,70.0,200.0,4th quarter 2009,2009,4,,
15484,Residential Land(Land Only),Potential Residential Area,18322,Fukui Prefecture,"Eiheiji Town,Yoshida County",Higashifuruichi,Eiheijiguchi,1,1.0,1.0,10000000,,350,0,29000.0,94000.0,Semi-rectangular Shaped,13.0,False,,0,,0,,,,West,Town Road,4.5,Quasi-city Planning Area,70.0,200.0,4th quarter 2012,2012,4,,
21884,Agricultural Land,,18210,Fukui Prefecture,Sakai City,Mikunichoanto,,,,,1900000,,105,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2007,2007,4,,
5666,Residential Land(Land Only),Residential Area,18207,Fukui Prefecture,Sabae City,Ishidashimocho,Shinmei,30-60minutes,30.0,60.0,10000000,,970,0,11000.0,35000.0,Semi-shaped,20.0,False,,0,,0,,,House,North,City Road,7.0,Non-divided City Planning Area,60.0,200.0,2nd quarter 2017,2017,2,,
1922,"Pre-owned Condominiums, etc.",,18201,Fukui Prefecture,Fukui City,Chuo,Fukui (Fukui),5,5.0,5.0,32000000,1LDK+S,70,0,,,,,False,,0,2010.0,0,,House,House,,,,Commercial Zone,80.0,600.0,3rd quarter 2019,2019,3,Not yet,
18501,Residential Land(Land and Building),Residential Area,18209,Fukui Prefecture,Echizen City,Shibahara,Fukui (Fukui),30-60minutes,30.0,60.0,69000000,,980,0,,,Semi-rectangular Shaped,22.0,False,990.0,0,1995.0,0,S,Office,,North,Prefectural Road,8.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2009,2009,1,,
2535,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Nittazuka,Nittazuka,8,8.0,8.0,6200000,,135,0,45000.0,150000.0,Semi-rectangular Shaped,11.2,False,,0,,0,,,Other,Northeast,City Road,6.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,1st quarter 2015,2015,1,,
15939,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Nittazuka,Nittazuka,1,1.0,1.0,7300000,,135,0,54000.0,180000.0,Semi-trapezoidal Shaped,11.0,False,,0,,0,,,,East,City Road,6.0,Category I Residential Zone,60.0,200.0,2nd quarter 2013,2013,2,,
6322,Residential Land(Land Only),Residential Area,18207,Fukui Prefecture,Sabae City,Mizuochicho,Mizuochi,7,7.0,7.0,8000000,,430,0,19000.0,62000.0,Semi-rectangular Shaped,27.0,False,,0,,0,,,Other,South,City Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
6209,Residential Land(Land Only),Potential Residential Area,18207,Fukui Prefecture,Sabae City,Funatsucho,Sabae,19,19.0,19.0,5300000,,250,0,21000.0,70000.0,Rectangular Shaped,11.2,False,,0,,0,,,,South,City Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
17583,Residential Land(Land Only),Residential Area,18481,Fukui Prefecture,"Takahama Town,Oi County",Miyazaki,Wakasatakahama,2,2.0,2.0,29000000,,960,0,30000.0,100000.0,Semi-rectangular Shaped,18.0,False,,0,,0,,,,South,Town Road,5.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2013,2013,1,,
689,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Kaihotsu,Echizenkaihotsu,7,7.0,7.0,9400000,,190,0,50000.0,160000.0,Semi-trapezoidal Shaped,16.0,False,,0,,0,,,,South,City Road,12.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2018,2018,3,,
6259,Residential Land(Land Only),Residential Area,18207,Fukui Prefecture,Sabae City,Maruyamacho,Shinmei,22,22.0,22.0,11000000,,460,0,24000.0,80000.0,Rectangular Shaped,14.9,False,,0,,0,,,,Northeast,City Road,9.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2014,2014,3,,
8027,Residential Land(Land and Building),Residential Area,18210,Fukui Prefecture,Sakai City,Haruechoedomekaminishiki,Harue,21,21.0,21.0,2700000,,115,0,,,Rectangular Shaped,9.3,False,90.0,0,1973.0,0,W,House,House,East,Private Road,6.0,Industrial Zone,60.0,200.0,4th quarter 2018,2018,4,,
18071,Forest Land,,18204,Fukui Prefecture,Obama City,Ozaki,,,,,69000,,2800,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
1133,Residential Land(Land and Building),Residential Area,18201,Fukui Prefecture,Fukui City,Kurimorichohama,Morita,26,26.0,26.0,8000000,,250,0,,,Semi-rectangular Shaped,13.5,False,150.0,0,1995.0,0,LS,House,House,East,City Road,8.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
15873,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Nakatsunocho,Fukui (Fukui),1H-1H30,60.0,90.0,2400000,,270,0,9100.0,30000.0,Irregular Shaped,,False,,0,,0,,,,South,Private Road,3.0,Urbanization Control Area,60.0,200.0,2nd quarter 2013,2013,2,,Dealings including private road
16951,Residential Land(Land Only),Residential Area,18209,Fukui Prefecture,Echizen City,Murakuni,Takefu,30-60minutes,30.0,60.0,9900000,,200,0,49000.0,160000.0,Rectangular Shaped,9.0,False,,0,,0,,,,South,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2013,2013,3,,
14374,Residential Land(Land and Building),Residential Area,18202,Fukui Prefecture,Tsuruga City,Kanayama,Tsuruga,30-60minutes,30.0,60.0,11000000,,160,0,,,Semi-trapezoidal Shaped,9.0,False,110.0,0,1975.0,0,LS,House,,Southwest,City Road,6.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2012,2012,1,,
1970,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Tsukimi,Sekijyujimae,14,14.0,14.0,7600000,,230,0,33000.0,110000.0,Rectangular Shaped,11.7,False,,0,,0,,,,South,City Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
18440,Residential Land(Land and Building),Residential Area,18209,Fukui Prefecture,Echizen City,Iehisacho,Iehisa,9,9.0,9.0,18000000,,270,0,,,Semi-trapezoidal Shaped,10.0,False,100.0,0,2009.0,0,W,House,,Northeast,City Road,6.0,Non-divided City Planning Area,60.0,200.0,2nd quarter 2009,2009,2,,
20551,Residential Land(Land and Building),Residential Area,18204,Fukui Prefecture,Obama City,Kamo,Shinhirano,30-60minutes,30.0,60.0,16000000,,930,0,,,Semi-trapezoidal Shaped,25.5,False,145.0,0,1999.0,0,W,House,,South,City Road,4.5,Outside City Planning Area,,,4th quarter 2008,2008,4,,
4480,Residential Land(Land Only),Residential Area,18202,Fukui Prefecture,Tsuruga City,Matsushimacho,Tsuruga,30-60minutes,30.0,60.0,3700000,,175,0,21000.0,70000.0,Semi-rectangular Shaped,31.0,False,,0,,0,,,,South,City Road,3.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,3rd quarter 2016,2016,3,,
17059,Residential Land(Land and Building),Commercial Area,18201,Fukui Prefecture,Fukui City,Ote,Fukui (Fukui),2,2.0,2.0,45000000,,145,0,,,Semi-trapezoidal Shaped,7.5,False,830.0,0,1980.0,0,SRC,"Office, Shop",,Southeast,Prefectural Road,25.0,Commercial Zone,80.0,600.0,2nd quarter 2009,2009,2,,
14258,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Matsumoto,Fukui (Fukui),15,15.0,15.0,9500000,,170,0,56000.0,180000.0,Rectangular Shaped,9.4,False,,0,,0,,,,North,City Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2012,2012,3,,
5891,Residential Land(Land and Building),Residential Area,18207,Fukui Prefecture,Sabae City,Shimozuecho,Nishisabae,30-60minutes,30.0,60.0,8000000,,880,0,,,Semi-shaped,30.0,False,,0,,0,,,House,East,Prefectural Road,7.0,Non-divided City Planning Area,60.0,200.0,2nd quarter 2017,2017,2,,
16244,Residential Land(Land Only),Residential Area,18202,Fukui Prefecture,Tsuruga City,Nunodacho,Tsuruga,28,28.0,28.0,8500000,,260,0,33000.0,110000.0,Semi-trapezoidal Shaped,17.0,False,,0,,0,,,,South,Private Road,6.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2013,2013,3,,
2319,Residential Land(Land and Building),Industrial Area,18201,Fukui Prefecture,Fukui City,Nishikaihotsu,Fukui (Fukui),30-60minutes,30.0,60.0,20000000,,220,0,,,Rectangular Shaped,12.0,False,380.0,0,1986.0,0,S,"House, Shop",,Northeast,City Road,8.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2014,2014,1,,Dealings in which auction or arbiter participates
7877,Residential Land(Land Only),Industrial Area,18210,Fukui Prefecture,Sakai City,Sakaichoomi,Ozeki,14,14.0,14.0,40000000,,2000,1,8500.0,28000.0,Semi-rectangular Shaped,50.0,True,,0,,0,,,,East,Prefectural Road,17.5,Non-divided City Planning Area,60.0,200.0,2nd quarter 2017,2017,2,,
7942,Residential Land(Land and Building),Residential Area,18210,Fukui Prefecture,Sakai City,Sakaichotako,Ozeki,30-60minutes,30.0,60.0,14000000,,220,0,,,Semi-rectangular Shaped,11.0,False,135.0,0,2004.0,0,W,House,House,Northwest,City Road,6.0,Non-divided City Planning Area,60.0,200.0,4th quarter 2014,2014,4,,
14938,Residential Land(Land Only),Residential Area,18209,Fukui Prefecture,Echizen City,Tsukabaracho,Takefu,1H-1H30,60.0,90.0,7600000,,190,0,41000.0,130000.0,Semi-rectangular Shaped,11.5,False,,0,,0,,,,South,City Road,6.0,Non-divided City Planning Area,60.0,200.0,4th quarter 2012,2012,4,,
7214,Residential Land(Land Only),Residential Area,18209,Fukui Prefecture,Echizen City,Kunitaka,Takefu,30-60minutes,30.0,60.0,8900000,,230,0,39000.0,130000.0,Semi-rectangular Shaped,16.6,False,,0,,0,,,House,West,Private Road,5.0,Category I Exclusively Low-story Residential Zone,50.0,80.0,2nd quarter 2019,2019,2,,
8817,Residential Land(Land Only),Residential Area,18210,Fukui Prefecture,Sakai City,Mikunichondokoen,Mikuni (Fukui),21,21.0,21.0,9000000,,340,0,27000.0,88000.0,Semi-rectangular Shaped,15.9,False,,0,,0,,,House,Southwest,City Road,16.0,Category I Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
15019,Residential Land(Land Only),Residential Area,18209,Fukui Prefecture,Echizen City,Murakuni,Takefu,20,20.0,20.0,11000000,,270,0,42000.0,140000.0,Rectangular Shaped,15.0,False,,0,,0,,,,South,City Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2012,2012,4,,
10176,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Omiya,Nikkakagakumae,12,12.0,12.0,41000000,,550,0,74000.0,240000.0,Semi-rectangular Shaped,15.9,False,,0,,0,,,,East,City Road,11.6,Category I Residential Zone,60.0,200.0,1st quarter 2010,2010,1,,
15739,"Pre-owned Condominiums, etc.",,18201,Fukui Prefecture,Fukui City,Chuo,Fukui (Fukui),4,4.0,4.0,46000000,3LDK,120,0,,,,,False,,0,2010.0,0,RC,House,,,,,Commercial Zone,80.0,600.0,4th quarter 2013,2013,4,Not yet,
3493,Residential Land(Land Only),Commercial Area,18201,Fukui Prefecture,Fukui City,Miyuki,Fukui (Fukui),26,26.0,26.0,32000000,,480,0,67000.0,220000.0,Semi-rectangular Shaped,13.0,False,,0,,0,,,House,East,City Road,8.5,Quasi-industrial Zone,60.0,200.0,2nd quarter 2016,2016,2,,
18056,Residential Land(Land and Building),Residential Area,18204,Fukui Prefecture,Obama City,Igomori,Obama,30-60minutes,30.0,60.0,7100000,,250,0,,,Semi-rectangular Shaped,18.1,False,,0,,0,,,,,,,Non-divided City Planning Area,60.0,200.0,3rd quarter 2009,2009,3,,
18210,Forest Land,,18206,Fukui Prefecture,Katsuyama City,Osowacho,,,,,46000,,460,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
688,Residential Land(Land and Building),Residential Area,18201,Fukui Prefecture,Fukui City,Kaihotsu,Echizenkaihotsu,8,8.0,8.0,16000000,,115,0,,,Semi-rectangular Shaped,14.9,False,120.0,0,2007.0,0,W,House,House,North,Private Road,6.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2018,2018,3,,Dealings in which auction or arbiter participates
3004,Residential Land(Land and Building),Residential Area,18201,Fukui Prefecture,Fukui City,Funabashikurotatsu,Fukui (Fukui),1H-1H30,60.0,90.0,26000000,,175,0,,,Rectangular Shaped,8.7,False,120.0,0,2017.0,0,W,House,House,West,City Road,10.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
4675,Agricultural Land,,18204,Fukui Prefecture,Obama City,Igomori,,,,,7500000,,990,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2017,2017,3,,
6649,Residential Land(Land Only),Residential Area,18208,Fukui Prefecture,Awara City,Shimokanaya,Awaraonsen,1H-1H30,60.0,90.0,1500000,,300,0,5000.0,17000.0,Rectangular Shaped,16.3,False,,0,,0,,,,Northeast,City Road,9.5,Non-divided City Planning Area,60.0,200.0,4th quarter 2017,2017,4,,
3662,Residential Land(Land and Building),Residential Area,18201,Fukui Prefecture,Fukui City,Wakasugicho,Fukui (Fukui),30-60minutes,30.0,60.0,23000000,,190,0,,,Trapezoidal Shaped,14.8,False,120.0,0,2013.0,0,W,House,House,West,City Road,8.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,4th quarter 2014,2014,4,,
87,Agricultural Land,,18201,Fukui Prefecture,Fukui City,Arakishimbocho,,,,,300000,,400,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
21792,Agricultural Land,,18210,Fukui Prefecture,Sakai City,Maruokachokitayokoji,,,,,3000000,,1000,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2008,2008,4,,
6992,Residential Land(Land Only),Industrial Area,18209,Fukui Prefecture,Echizen City,Ikenokamicho,Takefu,30-60minutes,30.0,60.0,3300000,,270,0,12000.0,40000.0,Irregular Shaped,29.8,False,,0,,0,,,,Northeast,Agricultural Road,8.0,Non-divided City Planning Area,60.0,200.0,3rd quarter 2015,2015,3,,
5358,Residential Land(Land Only),Residential Area,18205,Fukui Prefecture,Ono City,Yomeicho,Echizenono,14,14.0,14.0,2300000,,280,0,8100.0,27000.0,Semi-trapezoidal Shaped,12.2,False,,0,,0,,,Other,Northwest,City Road,3.5,Category I Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
2092,"Pre-owned Condominiums, etc.",,18201,Fukui Prefecture,Fukui City,Toiyacho,Fukui (Fukui),30-60minutes,30.0,60.0,5300000,3LDK,70,0,,,,,False,,0,1985.0,0,SRC,House,House,,,,Quasi-industrial Zone,60.0,200.0,4th quarter 2015,2015,4,Done,
18784,Residential Land(Land and Building),Residential Area,18210,Fukui Prefecture,Sakai City,Maruokachoyatsukuchi,Maruoka,30-60minutes,30.0,60.0,20000000,,1100,0,,,Irregular Shaped,29.5,False,590.0,0,,0,W,"House, Housing Complex, Factory",,South,City Road,7.5,Quasi-industrial Zone,60.0,200.0,1st quarter 2009,2009,1,,
21258,Agricultural Land,,18208,Fukui Prefecture,Awara City,Yachi,,,,,48000,,190,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2008,2008,4,,
17028,Agricultural Land,,18210,Fukui Prefecture,Sakai City,Sakaichotokubunden,,,,,310000,,820,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2013,2013,3,,
5723,Residential Land(Land Only),Residential Area,18207,Fukui Prefecture,Sabae City,Kamikobatacho,Sabae,29,29.0,29.0,1400000,,155,0,9000.0,30000.0,Semi-rectangular Shaped,11.5,False,,0,,0,,,,South,City Road,3.8,Non-divided City Planning Area,60.0,200.0,3rd quarter 2014,2014,3,,
6829,Forest Land,,18208,Fukui Prefecture,Awara City,Higashiyama,,,,,360000,,300,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
5840,Residential Land(Land and Building),Residential Area,18207,Fukui Prefecture,Sabae City,Koguromachi,Nishiyamakoen,15,15.0,15.0,22000000,,430,0,,,Semi-shaped,13.2,False,175.0,0,2015.0,0,W,Office,Office,West,City Road,6.4,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
6164,Residential Land(Land Only),Residential Area,18207,Fukui Prefecture,Sabae City,Hiraicho,Sabae,30-60minutes,30.0,60.0,8000000,,610,0,13000.0,43000.0,Semi-rectangular Shaped,19.0,False,,0,,0,,,,Northeast,City Road,5.5,Non-divided City Planning Area,60.0,200.0,1st quarter 2016,2016,1,,
21162,Residential Land(Land and Building),Residential Area,18208,Fukui Prefecture,Awara City,Kakibara,Hosorogi,30-60minutes,30.0,60.0,4600000,,440,0,,,Trapezoidal Shaped,18.5,False,80.0,0,1982.0,0,W,House,,West,City Road,6.0,,60.0,200.0,4th quarter 2008,2008,4,,
2119,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Tomyoji,Nittazuka,11,11.0,11.0,31000000,,740,0,42000.0,140000.0,Rectangular Shaped,18.6,False,,0,,0,,,Other,East,City Road,6.0,Category I Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
11827,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Monzen,Fukui (Fukui),30-60minutes,30.0,60.0,7400000,,150,0,50000.0,160000.0,Rectangular Shaped,11.4,False,,0,,0,,,,North,City Road,6.0,Category I Residential Zone,60.0,200.0,2nd quarter 2011,2011,2,,
21431,Residential Land(Land Only),Residential Area,18209,Fukui Prefecture,Echizen City,Tsukabaracho,Takefu,30-60minutes,30.0,60.0,13000000,,330,0,39000.0,130000.0,Semi-square Shaped,18.0,False,,0,,0,,,,East,Private Road,6.0,Non-divided City Planning Area,60.0,200.0,4th quarter 2008,2008,4,,
21087,Residential Land(Land Only),Residential Area,18207,Fukui Prefecture,Sabae City,Hommachi,Nishiyamakoen,5,5.0,5.0,16000000,,370,0,44000.0,150000.0,Semi-rectangular Shaped,13.0,False,,0,,0,,,,South,City Road,4.5,Category I Residential Zone,60.0,200.0,3rd quarter 2007,2007,3,,
2741,Residential Land(Land and Building),Commercial Area,18201,Fukui Prefecture,Fukui City,Hayashicho,Oiwakeguchi,7,7.0,7.0,16000000,,770,0,,,Semi-rectangular Shaped,12.3,False,410.0,0,1991.0,0,S,Office,Other,North,National Highway,24.5,Urbanization Control Area,60.0,200.0,2nd quarter 2017,2017,2,,
861,Residential Land(Land and Building),Residential Area,18201,Fukui Prefecture,Fukui City,Kamikogitacho,Fukui (Fukui),1H-1H30,60.0,90.0,5300000,,800,0,,,Semi-rectangular Shaped,19.0,False,270.0,0,1980.0,0,W,House,House,South,Prefectural Road,7.0,Urbanization Control Area,60.0,200.0,4th quarter 2016,2016,4,,
15554,Residential Land(Land Only),Residential Area,18201,Fukui Prefecture,Fukui City,Shimomoridashimmachi,Morita,10,10.0,10.0,9100000,,200,0,46000.0,150000.0,Rectangular Shaped,8.0,False,,0,,0,,,,North,City Road,15.7,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2013,2013,4,,
20426,Residential Land(Land and Building),Residential Area,18202,Fukui Prefecture,Tsuruga City,Nogami,Tsuruga,30-60minutes,30.0,60.0,15000000,,270,0,,,Semi-shaped,14.6,False,270.0,0,1994.0,0,W,"House, Other",,East,City Road,10.0,Category I Residential Zone,60.0,200.0,1st quarter 2008,2008,1,,Dealings in which auction or arbiter participates
