No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
16915,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Koda,Asahi (Kochi),29,29.0,29.0,11000000,,165,0,,,Semi-rectangular Shaped,10.3,False,140.0,0,1978.0,0,W,Housing Complex,,West,Private Road,4.0,Quasi-industrial Zone,60.0,150.0,4th quarter 2012,2012,4,,Dealings including private road
16991,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Setohigashimachi,Kochi,1H30-2H,90.0,120.0,14000000,,270,0,52000.0,170000.0,Semi-trapezoidal Shaped,14.0,False,,0,,0,,,,South,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2012,2012,1,,
5345,Forest Land,,39204,Kochi Prefecture,Nankoku City,Naro,,,,,350000,,3000,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
19263,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Koda,Asakura (JR),30-60minutes,30.0,60.0,17000000,,105,0,,,Rectangular Shaped,6.7,False,85.0,0,2013.0,0,W,House,,North,City Road,6.1,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2013,2013,4,,
18352,Agricultural Land,,39386,Kochi Prefecture,"Ino Town,Agawa County",Kada,,,,,1200000,,160,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2012,2012,3,,
11809,Agricultural Land,,39424,Kochi Prefecture,"Otsuki Town,Hata County",Oaza Harudoo,,,,,170000,,105,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2016,2016,3,,
27141,Residential Land(Land and Building),Commercial Area,39412,Kochi Prefecture,"Shimanto Town,Takaoka County",Furuichimachi,Kubokawa,9,9.0,9.0,100000000,,2000,1,,,Semi-trapezoidal Shaped,45.9,False,1200.0,0,1977.0,0,RC,Office,,Northeast,National Highway,14.5,Non-divided City Planning Area,70.0,300.0,2nd quarter 2007,2007,2,,
16176,Residential Land(Land and Building),Residential Area,39402,Kochi Prefecture,"Sakawa Town,Takaoka County",Otsu,Nishisakawa,13,13.0,13.0,8600000,,210,0,,,Semi-rectangular Shaped,13.8,False,135.0,0,1987.0,0,W,House,,East,Town Road,6.2,Non-divided City Planning Area,70.0,200.0,1st quarter 2011,2011,1,,Dealings in which auction or arbiter participates
20763,Forest Land,,39344,Kochi Prefecture,"Otoyo Town,Nagaoka County",Kitagawa,,,,,550000,,4600,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2013,2013,1,,
20714,Agricultural Land,,39305,Kochi Prefecture,"Kitagawa Village,Aki County",Oaza Koshima,,,,,34000,,220,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2013,2013,1,,
22757,Forest Land,,39210,Kochi Prefecture,Shimanto City,Nishitosaomiya,,,,,34000,,170,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
24977,Residential Land(Land Only),Residential Area,39203,Kochi Prefecture,Aki City,Higashihama,Aki,14,14.0,14.0,9800000,,200,0,49000.0,160000.0,Rectangular Shaped,12.5,False,,0,,0,,,,South,City Road,4.2,Non-divided City Planning Area,60.0,200.0,3rd quarter 2007,2007,3,,
3520,Residential Land(Land Only),Potential Residential Area,39201,Kochi Prefecture,Kochi City,Fukuicho,Kochishogyomae,12,12.0,12.0,210000,,2000,1,50.0,170.0,Irregular Shaped,,False,,0,,0,,,,South,City Road,5.4,Urbanization Control Area,60.0,200.0,3rd quarter 2017,2017,3,,
10412,Agricultural Land,,39402,Kochi Prefecture,"Sakawa Town,Takaoka County",Shoda,,,,,50000,,330,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2017,2017,2,,
16682,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Asahiekimaecho,Asahi (Kochi),2,2.0,2.0,27000000,,110,0,,,Semi-rectangular Shaped,7.0,False,100.0,0,2012.0,0,W,House,,North,City Road,4.5,Category I Residential Zone,60.0,200.0,2nd quarter 2012,2012,2,,
3464,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Fukuiogimachi,Engyojiguchi,15,15.0,15.0,10000000,,100,0,,,Rectangular Shaped,7.4,False,85.0,0,,0,LS,House,House,South,City Road,5.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2017,2017,2,,
24869,Residential Land(Land Only),Residential Area,39202,Kochi Prefecture,Muroto City,Murotomisakicho,Nahari,2H-,120.0,,300000,,400,0,760.0,2500.0,Semi-rectangular Shaped,22.7,False,,0,,0,,,,South,City Road,4.2,Non-divided City Planning Area,60.0,200.0,4th quarter 2008,2008,4,,
24695,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Hyakkokucho,Kochi,28,28.0,28.0,9800000,,65,0,,,Trapezoidal Shaped,4.0,False,75.0,0,1963.0,0,W,"House, Shop",,East,City Road,7.3,Category I Residential Zone,60.0,200.0,2nd quarter 2007,2007,2,,
1890,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Shimojimacho,Asahi (Kochi),9,9.0,9.0,15000000,,240,0,61000.0,200000.0,Semi-rectangular Shaped,14.4,False,,0,,0,,,Other,North,City Road,3.0,Category I Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
2869,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Harigihommachi,Asakura (JR),30-60minutes,30.0,60.0,7800000,,90,0,,,Semi-rectangular Shaped,,False,60.0,0,1976.0,0,,,Other,East,City Road,4.1,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,Dealings of adjacent land
15921,Forest Land,,39341,Kochi Prefecture,"Motoyama Town,Nagaoka County",Sakamoto,,,,,410000,,1600,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2011,2011,3,,
2574,Agricultural Land,,39201,Kochi Prefecture,Kochi City,Nagahama,,,,,860000,,1100,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2018,2018,2,,
17534,Residential Land(Land Only),Residential Area,39206,Kochi Prefecture,Susaki City,Aokimachi,Susaki,9,9.0,9.0,9400000,,170,0,54000.0,180000.0,Semi-rectangular Shaped,10.4,False,,0,,0,,,,South,City Road,3.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2012,2012,1,,
12682,Residential Land(Land and Building),Industrial Area,39201,Kochi Prefecture,Kochi City,Godaisan,Kochi,1H-1H30,60.0,90.0,130000000,,2000,1,,,Irregular Shaped,50.0,True,2000.0,1,,0,S,"Factory, Office",,Northeast,Road,9.2,Exclusively Industrial Zone,60.0,200.0,3rd quarter 2010,2010,3,,
13172,Forest Land,,39204,Kochi Prefecture,Nankoku City,Toochi,,,,,6100000,,1600,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2010,2010,3,,
21883,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Takeshimacho,Kochi,30-60minutes,30.0,60.0,53000000,,330,0,160000.0,530000.0,Rectangular Shaped,21.5,False,,0,,0,,,,Southeast,City Road,5.0,Category I Residential Zone,60.0,200.0,2nd quarter 2009,2009,2,,
17695,Forest Land,,39209,Kochi Prefecture,Tosashimizu City,Kubotsu,,,,,110000,,230,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2012,2012,2,,
9321,Residential Land(Land Only),Residential Area,39344,Kochi Prefecture,"Otoyo Town,Nagaoka County",Terauchi,Otaguchi,11,11.0,11.0,950000,,135,0,6900.0,23000.0,Semi-trapezoidal Shaped,,False,,0,,0,,,Other,Southwest,National Highway,14.4,Outside City Planning Area,,,1st quarter 2018,2018,1,,
1303,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Kitahommachi,Kochi,4,4.0,4.0,8700000,,70,0,,,Semi-rectangular Shaped,7.0,False,70.0,0,1979.0,0,W,House,House,North,City Road,5.0,Category I Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,
10396,Residential Land(Land and Building),Residential Area,39402,Kochi Prefecture,"Sakawa Town,Takaoka County",Ko,Sakawa,24,24.0,24.0,7900000,,960,0,,,Irregular Shaped,50.0,True,400.0,0,1998.0,0,S,Other,House,South,Town Road,5.0,Non-divided City Planning Area,70.0,200.0,4th quarter 2016,2016,4,,
13979,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Koda,Asahi (Kochi),30-60minutes,30.0,60.0,17000000,,145,0,,,Semi-rectangular Shaped,9.8,False,,0,1995.0,0,W,House,,West,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2011,2011,1,,
5741,Forest Land,,39205,Kochi Prefecture,Tosa City,Tsukaji,,,,,500000,,4000,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
24228,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Sakuraicho,Kochi,14,14.0,14.0,10000000,,50,0,,,Rectangular Shaped,4.0,False,20.0,0,1975.0,0,W,House,,North,City Road,5.2,Category II Residential Zone,60.0,200.0,2nd quarter 2007,2007,2,,
25914,Forest Land,,39211,Kochi Prefecture,Konan City,Kagamichokamibun,,,,,5500000,,5000,1,,,,,False,,0,,0,,,,,,,,,,4th quarter 2008,2008,4,,
7032,Residential Land(Land and Building),Residential Area,39210,Kochi Prefecture,Shimanto City,Nakamuramarunouchi,Nakamura,30-60minutes,30.0,60.0,2400000,,135,0,,,Semi-trapezoidal Shaped,10.5,False,55.0,0,1969.0,0,W,,Other,North,City Road,4.3,Category I Residential Zone,60.0,200.0,3rd quarter 2018,2018,3,,
5157,Residential Land(Land Only),Commercial Area,39204,Kochi Prefecture,Nankoku City,Gomemmachi,Gomen,5,5.0,5.0,8900000,,130,0,70000.0,230000.0,Irregular Shaped,9.5,False,,0,,0,,,House,North,City Road,5.8,Commercial Zone,80.0,400.0,2nd quarter 2018,2018,2,,
4992,Residential Land(Land and Building),Residential Area,39204,Kochi Prefecture,Nankoku City,Okocho,Tosaikku,30-60minutes,30.0,60.0,23000000,,290,0,,,Irregular Shaped,,False,110.0,0,2008.0,0,W,House,,South,City Road,2.3,Urbanization Control Area,60.0,200.0,4th quarter 2015,2015,4,,
10978,Agricultural Land,,39411,Kochi Prefecture,"Tsuno Town,Takaoka County",Karasudegawa,,,,,60000,,1100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2018,2018,1,,
4999,Residential Land(Land Only),Residential Area,39204,Kochi Prefecture,Nankoku City,Okocho,Tosaotsu,30-60minutes,30.0,60.0,14000000,,470,0,30000.0,99000.0,Semi-trapezoidal Shaped,,False,,0,,0,,,,North,Prefectural Road,10.5,Urbanization Control Area,60.0,200.0,2nd quarter 2018,2018,2,,
779,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Otanikoencho,Asakura (JR),29,29.0,29.0,13000000,,175,0,,,Semi-rectangular Shaped,8.0,False,125.0,0,1984.0,0,LS,Housing Complex,,Northwest,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
7114,Forest Land,,39210,Kochi Prefecture,Shimanto City,Nishitosatachibana,,,,,500000,,5000,1,,,,,False,,0,,0,,,,,,,,,,1st quarter 2017,2017,1,,
17454,Residential Land(Land and Building),Industrial Area,39204,Kochi Prefecture,Nankoku City,Futabadai,Tosanagaoka,30-60minutes,30.0,60.0,70000000,,2000,1,,,Semi-trapezoidal Shaped,50.0,True,1100.0,0,1983.0,0,S,"Factory, Office",,West,City Road,9.0,Exclusively Industrial Zone,60.0,200.0,1st quarter 2012,2012,1,,
23690,Forest Land,,39424,Kochi Prefecture,"Otsuki Town,Hata County",Oaza Himenoi,,,,,50000,,250,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2009,2009,3,,
15774,Agricultural Land,,39212,Kochi Prefecture,Kami City,Kahokuchonakadani,,,,,500000,,1400,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2011,2011,2,,
23683,Forest Land,,39424,Kochi Prefecture,"Otsuki Town,Hata County",Oaza Himenoi,,,,,59000,,290,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2009,2009,3,,
14154,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Setominamimachi,Kochi,1H30-2H,90.0,120.0,2200000,,50,0,,,Semi-rectangular Shaped,3.8,False,,0,,0,,House,,Southwest,City Road,5.0,Industrial Zone,60.0,200.0,4th quarter 2011,2011,4,,
3299,Agricultural Land,,39201,Kochi Prefecture,Kochi City,Harunochoyoshihara,,,,,500000,,860,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
6542,Residential Land(Land and Building),Residential Area,39209,Kochi Prefecture,Tosashimizu City,Koseicho,,,,,4000000,,175,0,,,Semi-trapezoidal Shaped,14.0,False,105.0,0,1982.0,0,W,House,House,East,City Road,6.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2015,2015,1,,
19319,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Koda,Asahi (Kochi),30-60minutes,30.0,60.0,16000000,,85,0,,,Semi-square Shaped,9.7,False,80.0,0,1999.0,0,W,House,,South,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2013,2013,1,,
14036,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Sakurababa,Iriake,9,9.0,9.0,32000000,,240,0,130000.0,440000.0,Semi-trapezoidal Shaped,14.0,False,,0,,0,,,,North,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2011,2011,3,,
22019,Forest Land,,39201,Kochi Prefecture,Kochi City,Harunochosaibata,,,,,86000,,1700,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2009,2009,1,,
998,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Kagamikohama,Kochishogyomae,12,12.0,12.0,10000000,,290,0,,,Irregular Shaped,34.0,False,115.0,0,1979.0,0,RC,House,House,Southeast,City Road,2.0,Outside City Planning Area,,,3rd quarter 2017,2017,3,,Dealings including private road
6228,Residential Land(Land Only),Residential Area,39208,Kochi Prefecture,Sukumo City,Sakuramachi,Higashisukumo,13,13.0,13.0,7200000,,240,0,30000.0,100000.0,Semi-rectangular Shaped,10.0,False,,0,,0,,,Other,North,City Road,6.0,Category I Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,
7900,Agricultural Land,,39211,Kochi Prefecture,Konan City,Yoshikawachoyoshihara,,,,,4000000,,4400,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2017,2017,1,,
11871,Agricultural Land,,39424,Kochi Prefecture,"Otsuki Town,Hata County",Oaza Hiromi,,,,,150000,,600,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2015,2015,1,,
26315,Forest Land,,39307,Kochi Prefecture,"Geisei Village,Aki County",Umanoue,,,,,190000,,480,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2008,2008,3,,
1752,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Sakuraicho,Kochi,14,14.0,14.0,21000000,,180,0,,,Semi-rectangular Shaped,5.7,False,250.0,0,1990.0,0,S,Housing Complex,House,North,City Road,15.0,Category I Residential Zone,60.0,200.0,3rd quarter 2015,2015,3,,
24490,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Nishijinzenji,Iriake,18,18.0,18.0,13000000,,120,0,110000.0,360000.0,Semi-shaped,9.7,False,,0,,0,,,,North,Private Road,5.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2008,2008,2,,
15609,Residential Land(Land Only),Residential Area,39210,Kochi Prefecture,Shimanto City,Fuba,Nakamura,15,15.0,15.0,4200000,,240,0,18000.0,58000.0,Semi-rectangular Shaped,14.1,False,,0,,0,,,,West,City Road,4.3,Category I Residential Zone,60.0,200.0,2nd quarter 2011,2011,2,,
4245,Agricultural Land,,39203,Kochi Prefecture,Aki City,Akano,,,,,810000,,160,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2015,2015,2,,
20324,Forest Land,,39210,Kochi Prefecture,Shimanto City,Okukamogawa,,,,,380000,,970,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2013,2013,1,,
8179,Forest Land,,39212,Kochi Prefecture,Kami City,Tosayamadachoue,,,,,91000,,620,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2014,2014,1,,
15155,Forest Land,,39412,Kochi Prefecture,"Shimanto Town,Takaoka County",Okitsu,,,,,1800000,,3600,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2010,2010,3,,
11483,Residential Land(Land and Building),Residential Area,39412,Kochi Prefecture,"Shimanto Town,Takaoka County",Taisho,Tosataisho,19,19.0,19.0,3000000,,450,0,,,Irregular Shaped,13.8,False,135.0,0,1974.0,0,S,Factory,Warehouse,West,National Highway,10.0,Outside City Planning Area,,,2nd quarter 2017,2017,2,,
24507,Residential Land(Land Only),Commercial Area,39201,Kochi Prefecture,Kochi City,Nijudaimachi,Kochi,12,12.0,12.0,32000000,,115,0,270000.0,890000.0,Irregular Shaped,2.0,False,,0,,0,,,,West,Prefectural Road,15.0,Commercial Zone,80.0,400.0,2nd quarter 2007,2007,2,,
11190,Residential Land(Land and Building),Residential Area,39411,Kochi Prefecture,"Tsuno Town,Takaoka County",Yoshiuno,Oma,2H-,120.0,,2000000,,130,0,,,Semi-trapezoidal Shaped,16.0,False,80.0,0,1978.0,0,W,House,House,East,Town Road,2.2,Outside City Planning Area,,,1st quarter 2015,2015,1,,
15519,Agricultural Land,,39209,Kochi Prefecture,Tosashimizu City,Soro,,,,,190000,,220,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2011,2011,4,,
26999,Forest Land,,39412,Kochi Prefecture,"Shimanto Town,Takaoka County",Kinjono,,,,,37000,,370,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2008,2008,1,,
8647,Residential Land(Land Only),Residential Area,39304,Kochi Prefecture,"Yasuda Town,Aki County",Oaza Tonohama,Tonohama,11,11.0,11.0,800000,,430,0,1900.0,6200.0,Semi-shaped,37.0,False,,0,,0,,,Other,South,Town Road,2.5,Outside City Planning Area,,,1st quarter 2016,2016,1,,
6775,Residential Land(Land Only),Residential Area,39210,Kochi Prefecture,Shimanto City,Gudo,Gudo,14,14.0,14.0,9000000,,450,0,20000.0,67000.0,Semi-rectangular Shaped,,False,,0,,0,,,,East,City Road,5.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2017,2017,3,,
1823,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Shiotacho,Kochi,6,6.0,6.0,21000000,,75,0,,,Semi-trapezoidal Shaped,6.1,False,75.0,0,2016.0,0,W,House,House,South,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,
13532,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Azononishimachi,Azono,10,10.0,10.0,8800000,,90,0,,,Semi-rectangular Shaped,6.3,False,85.0,0,1968.0,0,W,House,,North,City Road,5.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2011,2011,1,,
22027,Agricultural Land,,39201,Kochi Prefecture,Kochi City,Harunochonino,,,,,2300000,,1500,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2009,2009,1,,
16653,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Asakura,Asakura (JR),30-60minutes,30.0,60.0,7400000,,115,0,,,Irregular Shaped,10.0,False,95.0,0,1995.0,0,W,House,,North,City Road,5.3,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2012,2012,2,,
19478,Forest Land,,39201,Kochi Prefecture,Kochi City,Tosayamatakakawa,,,,,280000,,780,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2013,2013,3,,
1089,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Kamimachi,Engyojiguchi,13,13.0,13.0,6000000,,65,0,96000.0,320000.0,Rectangular Shaped,4.0,False,,0,,0,,,Other,East,City Road,8.0,Commercial Zone,80.0,400.0,2nd quarter 2018,2018,2,,
7494,Agricultural Land,,39211,Kochi Prefecture,Konan City,Noichichosaida,,,,,580000,,490,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2015,2015,2,,
1777,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Sasakicho,Kochishogyomae,7,7.0,7.0,14000000,,170,0,83000.0,270000.0,Semi-shaped,9.0,False,,0,,0,,,House,East,City Road,4.7,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
9530,Residential Land(Land Only),Residential Area,39386,Kochi Prefecture,"Ino Town,Agawa County",Edagawa,Edagawa (JR),11,11.0,11.0,12000000,,260,0,45000.0,150000.0,Rectangular Shaped,11.0,False,,0,,0,,,,South,Town Road,4.4,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
20617,Residential Land(Land Only),Residential Area,39212,Kochi Prefecture,Kami City,Tosayamadachotakaramachi,Tosayamada,8,8.0,8.0,11000000,,400,0,28000.0,91000.0,Semi-shaped,10.0,False,,0,,0,,,,North,City Road,4.2,Category I Residential Zone,60.0,150.0,4th quarter 2013,2013,4,,
4181,Agricultural Land,,39203,Kochi Prefecture,Aki City,Akano,,,,,2300000,,350,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2018,2018,1,,
21891,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Tsukanohara,Kochishogyomae,9,9.0,9.0,16000000,,190,0,84000.0,280000.0,Semi-rectangular Shaped,10.0,False,,0,,0,,,,West,City Road,8.6,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2009,2009,3,,
1466,Residential Land(Land Only),Potential Residential Area,39201,Kochi Prefecture,Kochi City,Kera,Tosaotsu,30-60minutes,30.0,60.0,15000000,,480,0,32000.0,110000.0,Rectangular Shaped,9.5,False,,0,,0,,,,South,Prefectural Road,12.1,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
8641,Forest Land,,39304,Kochi Prefecture,"Yasuda Town,Aki County",Oaza Segiri,,,,,45000,,300,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2017,2017,4,,
8659,Agricultural Land,,39304,Kochi Prefecture,"Yasuda Town,Aki County",Oaza Naikyobo,,,,,55000,,360,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
238,Residential Land(Land and Building),Residential Area,39201,Kochi Prefecture,Kochi City,Asahikamimachi,Kochishogyomae,11,11.0,11.0,7100000,,90,0,,,Semi-rectangular Shaped,6.4,False,120.0,0,1972.0,0,S,"House, Parking Lot",House,Northwest,City Road,3.8,Category I Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,Dealings including private road
18911,Forest Land,,39412,Kochi Prefecture,"Shimanto Town,Takaoka County",Utsuigawa,,,,,22000,,150,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2012,2012,3,,
13665,Agricultural Land,,39210,Kochi Prefecture,Shimanto City,Morisawa,,,,,150000,,100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2010,2010,1,,
19307,Agricultural Land,,39428,Kochi Prefecture,"Kuroshio Town,Hata County",Kumai,,,,,450000,,450,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2012,2012,4,,
22144,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Mizuki,Engyojiguchi,30-60minutes,30.0,60.0,13000000,,210,0,63000.0,210000.0,Semi-rectangular Shaped,11.5,False,,0,,0,,,,Northwest,City Road,6.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2009,2009,2,,
1551,Residential Land(Land Only),Residential Area,39201,Kochi Prefecture,Kochi City,Koda,Asahi (Kochi),30-60minutes,30.0,60.0,8500000,,165,0,52000.0,170000.0,Semi-rectangular Shaped,,False,,0,,0,,,,East,Private Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2018,2018,1,,Dealings including private road
