No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
16749,Agricultural Land,,37387,Kagawa Prefecture,"Ayagawa Town,Ayauta County",Hayukashimo,,,,,30000,,440,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2010,2010,4,,
829,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kagawachoono,Kukodori,30-60minutes,30.0,60.0,8100000,,210,0,39000.0,130000.0,Semi-rectangular Shaped,19.0,False,,0,,0,,,House,South,Private Road,5.5,Non-divided City Planning Area,70.0,200.0,3rd quarter 2016,2016,3,,
2519,Residential Land(Land and Building),Commercial Area,37201,Kagawa Prefecture,Takamatsu City,Gobomachi,Kataharamachi (Takamatsu),5,5.0,5.0,9900000,,85,0,,,Rectangular Shaped,5.5,False,140.0,0,1962.0,0,W,"House, Shop",Shop,North,City Road,8.0,Commercial Zone,80.0,500.0,3rd quarter 2016,2016,3,,
20889,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Tahikamimachi,Busshozan,11,11.0,11.0,13000000,,220,0,59000.0,190000.0,Semi-rectangular Shaped,15.0,False,,0,,0,,,,South,City Road,4.5,Category I Exclusively Low-story Residential Zone,50.0,100.0,2nd quarter 2013,2013,2,,
420,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Enzacho,Enza,9,9.0,9.0,8400000,,220,0,38000.0,120000.0,Semi-rectangular Shaped,15.9,False,,0,,0,,,House,East,Private Road,5.5,Non-divided City Planning Area,60.0,100.0,1st quarter 2015,2015,1,,
11315,Residential Land(Land and Building),Residential Area,37208,Kagawa Prefecture,Mitoyo City,Yamamotochoono,Motoyama (Kagawa),30-60minutes,30.0,60.0,1500000,,850,0,,,Irregular Shaped,33.0,False,210.0,0,,0,W,House,Other,Southwest,Prefectural Road,6.6,Outside City Planning Area,,,1st quarter 2019,2019,1,,
17043,Residential Land(Land Only),Residential Area,37204,Kagawa Prefecture,Zentsuji City,Ikanocho,Zentsuji,20,20.0,20.0,5300000,,230,0,23000.0,76000.0,Semi-square Shaped,16.0,False,,0,,0,,,,Southwest,City Road,5.0,Category I Exclusively Medium-high Residential Zone,50.0,200.0,3rd quarter 2011,2011,3,,
2039,Residential Land(Land Only),Commercial Area,37201,Kagawa Prefecture,Takamatsu City,Gotocho,Kozai,15,15.0,15.0,10000000,,200,0,51000.0,170000.0,Rectangular Shaped,8.0,False,,0,,0,,,Other,North,Prefectural Road,20.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2019,2019,3,,
18389,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Sakuramachi,Ritsurinkoen,4,4.0,4.0,70000000,,420,0,170000.0,550000.0,Rectangular Shaped,15.5,False,,0,,0,,,,North,Prefectural Road,8.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2012,2012,2,,
16091,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Matsunawacho,Sanjo (Takamatsu),14,14.0,14.0,38000000,,500,0,76000.0,250000.0,Rectangular Shaped,19.0,False,,0,,0,,,,West,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2011,2011,3,,
26080,"Pre-owned Condominiums, etc.",,37201,Kagawa Prefecture,Takamatsu City,Matsushimacho,Matsushima 2-chome,3,3.0,3.0,2000000,1K,20,0,,,,,False,,0,1989.0,0,RC,House,,,,,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2007,2007,3,,
28386,Forest Land,,37406,Kagawa Prefecture,"Manno Town,Nakatado County",Soda,,,,,4700000,,5000,1,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2008,2008,3,,
10129,Forest Land,,37207,Kagawa Prefecture,Higashikagawa City,Gomyo,,,,,20000,,1100,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2018,2018,4,,
22600,Residential Land(Land and Building),Residential Area,37341,Kagawa Prefecture,"Miki Town,Kita County",Oaza Hikami,Nogakubumae,30-60minutes,30.0,60.0,12000000,,165,0,,,Rectangular Shaped,11.0,False,110.0,0,2003.0,0,W,House,,South,Private Road,6.0,Non-divided City Planning Area,70.0,200.0,3rd quarter 2013,2013,3,,
5855,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Ritsurincho,Ritsurinkoen,2,2.0,2.0,23000000,,210,0,110000.0,360000.0,Irregular Shaped,26.0,False,,0,,0,,,Other,South,City Road,4.0,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2017,2017,1,,
24696,Residential Land(Land and Building),Residential Area,37403,Kagawa Prefecture,"Kotohira Town,Nakatado County",Gojo,Kotohira,15,15.0,15.0,3200000,,185,0,,,Trapezoidal Shaped,10.0,False,60.0,0,,0,W,House,,Northeast,Road,2.0,Non-divided City Planning Area,70.0,200.0,4th quarter 2009,2009,4,,
20929,"Pre-owned Condominiums, etc.",,37201,Kagawa Prefecture,Takamatsu City,Tsukijicho,Imabashi,4,4.0,4.0,2500000,1K,20,0,,,,,False,,0,1990.0,0,SRC,House,,,,,Commercial Zone,80.0,400.0,2nd quarter 2013,2013,2,Done,
11671,Forest Land,,37324,Kagawa Prefecture,"Shodoshima Town,Shozu County",Ikeda,,,,,150000,,380,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2017,2017,4,,
2272,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kokubunjichoshimmyo,Kokubu (Kagawa),30-60minutes,30.0,60.0,6900000,,210,0,33000.0,110000.0,Rectangular Shaped,12.5,False,,0,,0,,,House,Southwest,City Road,4.0,Non-divided City Planning Area,60.0,100.0,3rd quarter 2019,2019,3,,
12455,Residential Land(Land Only),Potential Residential Area,37386,Kagawa Prefecture,"Utazu Town,Ayauta County",(No Address),Utazu,30-60minutes,30.0,60.0,6600000,,590,0,11000.0,37000.0,Rectangular Shaped,27.0,False,,0,,0,,,,West,Town Road,3.0,Non-divided City Planning Area,60.0,200.0,4th quarter 2017,2017,4,,
22734,Agricultural Land,,37404,Kagawa Prefecture,"Tadotsu Town,Nakatado County",Oaza Sho,,,,,7900000,,1400,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2013,2013,3,,
2932,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Shindencho,Yashima,25,25.0,25.0,7700000,,230,0,33000.0,110000.0,Semi-rectangular Shaped,14.0,False,,0,,0,,,House,South,Private Road,6.0,Non-divided City Planning Area,60.0,100.0,1st quarter 2017,2017,1,,
5219,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Miyawakicho,Ritsurinkoenkitaguchi,10,10.0,10.0,3000000,,125,0,,,Irregular Shaped,2.0,False,120.0,0,1959.0,0,W,House,Warehouse,South,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
1697,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kitacho,Hayashimichi,20,20.0,20.0,17000000,,210,0,82000.0,270000.0,Semi-rectangular Shaped,19.0,False,,0,,0,,,,East,City Road,12.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
26405,Residential Land(Land and Building),Residential Area,37202,Kagawa Prefecture,Marugame City,Iinochohigashifuta,Marugame,30-60minutes,30.0,60.0,40000000,,1000,0,,,Irregular Shaped,22.0,False,290.0,0,1990.0,0,RC,House,,Southwest,City Road,3.5,Non-divided City Planning Area,70.0,200.0,4th quarter 2007,2007,4,,
6888,Agricultural Land,,37202,Kagawa Prefecture,Marugame City,Dokichonishi,,,,,10000000,,1100,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2018,2018,2,,
10169,Residential Land(Land and Building),Residential Area,37207,Kagawa Prefecture,Higashikagawa City,Sambommatsu,Sanbonmatsu (Kagawa),8,8.0,8.0,5500000,,2000,1,,,Irregular Shaped,40.0,False,,0,1973.0,0,B,,Warehouse,West,City Road,10.0,Category I Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
15253,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kokubunjichofuke,Kazashigaoka,3,3.0,3.0,3000000,,140,0,21000.0,70000.0,Semi-rectangular Shaped,10.0,False,,0,,0,,,,Southwest,City Road,6.5,Non-divided City Planning Area,60.0,100.0,3rd quarter 2011,2011,3,,
13629,Forest Land,,37201,Kagawa Prefecture,Takamatsu City,Kagawachokawahigashishimo,,,,,3700000,,430,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2010,2010,1,,
22974,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kamihayashicho,Ota (Takamatsu),30-60minutes,30.0,60.0,12000000,,790,0,15000.0,50000.0,Trapezoidal Shaped,19.0,False,,0,,0,,,,South,City Road,5.0,Non-divided City Planning Area,60.0,200.0,4th quarter 2009,2009,4,,
2017,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kozaiminamimachi,Kozai,21,21.0,21.0,9300000,,170,0,54000.0,180000.0,Semi-rectangular Shaped,11.0,False,,0,,0,,,Other,East,Private Road,5.8,Non-divided City Planning Area,60.0,100.0,1st quarter 2017,2017,1,,
22950,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kasugacho,Kitahigashiguchi,20,20.0,20.0,25000000,,230,0,,,Semi-trapezoidal Shaped,,False,115.0,0,2009.0,0,W,House,,West,Private Road,5.0,Non-divided City Planning Area,60.0,200.0,2nd quarter 2009,2009,2,,
10571,Agricultural Land,,37208,Kagawa Prefecture,Mitoyo City,Takasechokamitakase,,,,,200000,,1200,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2014,2014,1,,
7025,"Pre-owned Condominiums, etc.",,37202,Kagawa Prefecture,Marugame City,Dokichohigashi,Marugame,24,24.0,24.0,8700000,4LDK,80,0,,,,,False,,0,1991.0,0,RC,House,House,,,,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,Done,
5898,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Rokujocho,Mizuta,16,16.0,16.0,8800000,,230,0,38000.0,130000.0,Semi-rectangular Shaped,17.9,False,,0,,0,,,House,East,Private Road,5.5,Non-divided City Planning Area,60.0,100.0,4th quarter 2018,2018,4,,
22903,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kagawachoasano,Kukodori,30-60minutes,30.0,60.0,6100000,,250,0,24000.0,79000.0,Rectangular Shaped,12.0,False,,0,,0,,,,East,Private Road,5.0,Category II Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2009,2009,2,,
10855,Agricultural Land,,37208,Kagawa Prefecture,Mitoyo City,Takumachotakuma,,,,,600000,,1000,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2016,2016,2,,
23200,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Shionoechoyasuharashimo,Busshozan,2H-,120.0,,1800000,,70,0,26000.0,87000.0,Irregular Shaped,15.0,False,,0,,0,,,,East,National Highway,9.0,Outside City Planning Area,,,1st quarter 2009,2009,1,,
22203,Residential Land(Land and Building),Residential Area,37207,Kagawa Prefecture,Higashikagawa City,Shirotori,Sanukishirotori,24,24.0,24.0,22000000,,360,0,,,Trapezoidal Shaped,28.0,False,130.0,0,2012.0,0,W,House,,Northwest,National Highway,10.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2013,2013,1,,
193,Agricultural Land,,37201,Kagawa Prefecture,Takamatsu City,Ikedacho,,,,,150000,,2000,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2017,2017,3,,
17157,Residential Land(Land and Building),Residential Area,37205,Kagawa Prefecture,Kan-onji City,Shussakucho,Kan-onji (Kagawa),27,27.0,27.0,27000000,,360,0,,,Trapezoidal Shaped,12.5,False,145.0,0,2011.0,0,W,Housing Complex,,Southeast,Private Road,4.5,Non-divided City Planning Area,70.0,200.0,2nd quarter 2011,2011,2,,Dealings including private road
18577,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Tsuruichicho,Kozai,10,10.0,10.0,28000000,,230,0,,,Semi-rectangular Shaped,11.0,False,145.0,0,2012.0,0,W,House,,Northeast,Private Road,5.2,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2012,2012,4,,
27243,Forest Land,,37206,Kagawa Prefecture,Sanuki City,Kamosho,,,,,95000,,190,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2007,2007,4,,
24174,Residential Land(Land and Building),Residential Area,37206,Kagawa Prefecture,Sanuki City,Shido,Shido,24,24.0,24.0,11000000,,260,0,,,Irregular Shaped,12.0,False,125.0,0,1978.0,0,S,House,,North,City Road,6.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2009,2009,2,,
15984,Residential Land(Land Only),Residential Area,37207,Kagawa Prefecture,Higashikagawa City,Yodayama,Sanukishirotori,4,4.0,4.0,250000,,1500,0,170.0,570.0,Trapezoidal Shaped,14.0,False,,0,,0,,,,South,City Road,,Outside City Planning Area,,,2nd quarter 2010,2010,2,,
17149,Agricultural Land,,37205,Kagawa Prefecture,Kan-onji City,Sakamotocho,,,,,4600000,,940,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2011,2011,2,,
18778,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Matsunawacho,Sanjo (Takamatsu),14,14.0,14.0,32000000,,170,0,,,Irregular Shaped,3.0,False,105.0,0,2012.0,0,W,House,,West,City Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2012,2012,3,,
20428,Residential Land(Land Only),Potential Residential Area,37201,Kagawa Prefecture,Takamatsu City,Konanchoikenouchi,Enza,1H-1H30,60.0,90.0,6800000,,450,0,15000.0,50000.0,Semi-rectangular Shaped,50.0,True,,0,,0,,,,South,City Road,5.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2013,2013,1,,
15856,"Pre-owned Condominiums, etc.",,37201,Kagawa Prefecture,Takamatsu City,Hamanocho,Takamatsu (Kagawa),10,10.0,10.0,2500000,1DK,30,0,,,,,False,,0,1975.0,0,SRC,House,,,,,Category II Residential Zone,60.0,200.0,4th quarter 2011,2011,4,Not yet,
4369,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Bancho,Showacho (Kagawa),14,14.0,14.0,12000000,,65,0,180000.0,600000.0,Rectangular Shaped,4.5,False,,0,,0,,,Other,North,City Road,5.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
22667,Residential Land(Land Only),Residential Area,37387,Kagawa Prefecture,"Ayagawa Town,Ayauta County",Kayahara,Takinomiya,14,14.0,14.0,11000000,,340,0,32000.0,110000.0,Semi-trapezoidal Shaped,,False,,0,,0,,,,West,Town Road,11.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2013,2013,1,,
15503,Residential Land(Land Only),Potential Residential Area,37201,Kagawa Prefecture,Takamatsu City,Takamatsucho,Furutakamatsuminami,14,14.0,14.0,3000000,,210,0,14000.0,46000.0,Semi-rectangular Shaped,10.5,False,,0,,0,,,,Northwest,City Road,5.0,Non-divided City Planning Area,60.0,100.0,1st quarter 2011,2011,1,,
7947,Residential Land(Land Only),Residential Area,37203,Kagawa Prefecture,Sakaide City,Hayashidacho,Sakaide,30-60minutes,30.0,60.0,7600000,,340,0,23000.0,75000.0,Trapezoidal Shaped,13.1,False,,0,,0,,,House,Northwest,City Road,4.6,Non-divided City Planning Area,70.0,200.0,2nd quarter 2017,2017,2,,
8523,Residential Land(Land Only),Residential Area,37205,Kagawa Prefecture,Kan-onji City,Ikenoshiricho,Kan-onji (Kagawa),30-60minutes,30.0,60.0,4000000,,230,0,17000.0,57000.0,Semi-trapezoidal Shaped,18.5,False,,0,,0,,,House,Northwest,Prefectural Road,10.5,Outside City Planning Area,,,4th quarter 2014,2014,4,,
16706,Residential Land(Land and Building),Residential Area,37387,Kagawa Prefecture,"Ayagawa Town,Ayauta County",Takinomiya,Takinomiya,21,21.0,21.0,13000000,,210,0,,,Semi-rectangular Shaped,11.0,False,120.0,0,2002.0,0,W,House,,South,Town Road,6.0,Non-divided City Planning Area,70.0,200.0,3rd quarter 2010,2010,3,,Dealings in which auction or arbiter participates
23449,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Fuseishicho,Sanjo (Takamatsu),9,9.0,9.0,13000000,,360,0,37000.0,120000.0,Semi-rectangular Shaped,10.5,False,,0,,0,,,,North,Private Road,4.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2009,2009,2,,Dealings including private road
6293,Agricultural Land,,37202,Kagawa Prefecture,Marugame City,Kawanishichokita,,,,,79000000,,2300,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2016,2016,2,,
17346,Residential Land(Land Only),Residential Area,37207,Kagawa Prefecture,Higashikagawa City,Nakasuji,Sanbonmatsu (Kagawa),16,16.0,16.0,7500000,,440,0,17000.0,57000.0,Rectangular Shaped,19.0,False,,0,,0,,,,West,City Road,4.0,Non-divided City Planning Area,70.0,200.0,3rd quarter 2011,2011,3,,
24691,Residential Land(Land and Building),Residential Area,37403,Kagawa Prefecture,"Kotohira Town,Nakatado County",Enai,Kotohira,9,9.0,9.0,2500000,,145,0,,,Semi-square Shaped,11.0,False,75.0,0,,0,W,House,,West,Town Road,1.6,Non-divided City Planning Area,70.0,200.0,4th quarter 2009,2009,4,,
18915,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Yashimanakamachi,Katamoto,7,7.0,7.0,33000000,,290,0,,,Rectangular Shaped,10.5,False,120.0,0,2012.0,0,LS,House,,West,Prefectural Road,8.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2012,2012,3,,Dealings including private road
7230,Residential Land(Land Only),Potential Residential Area,37202,Kagawa Prefecture,Marugame City,Hanzanchosantoki,Kurikuma,1H-1H30,60.0,90.0,18000000,,2000,1,6100.0,20000.0,Irregular Shaped,26.0,False,,0,,0,,,,South,Road,1.2,Non-divided City Planning Area,70.0,200.0,2nd quarter 2017,2017,2,,
18532,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Tahikamimachi,Busshozan,30-60minutes,30.0,60.0,10000000,,230,0,44000.0,150000.0,Semi-rectangular Shaped,13.5,False,,0,,0,,,,West,City Road,5.0,Non-divided City Planning Area,60.0,100.0,3rd quarter 2012,2012,3,,
10601,Residential Land(Land and Building),Residential Area,37208,Kagawa Prefecture,Mitoyo City,Takasechoshimoasa,Takase (Kagawa),1H30-2H,90.0,120.0,2000000,,810,0,,,Semi-shaped,23.5,False,,0,,0,W,House,Office,Southwest,City Road,4.2,Outside City Planning Area,,,1st quarter 2016,2016,1,,
13159,Residential Land(Land and Building),Residential Area,37404,Kagawa Prefecture,"Tadotsu Town,Nakatado County",Oaza Minamigamo,Tadotsu,17,17.0,17.0,5500000,,250,0,,,Semi-rectangular Shaped,30.8,False,105.0,0,1973.0,0,W,House,House,West,Town Road,6.8,Non-divided City Planning Area,70.0,200.0,2nd quarter 2019,2019,2,,
16393,Residential Land(Land and Building),Commercial Area,37322,Kagawa Prefecture,"Tonosho Town,Shozu County",(No Address),,,,,74000000,,230,0,,,Rectangular Shaped,11.2,False,370.0,0,,0,W,"House, Shop",,Northeast,National Highway,13.0,Non-divided City Planning Area,70.0,200.0,1st quarter 2010,2010,1,,
3623,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Chokushicho,Ota (Takamatsu),30-60minutes,30.0,60.0,15000000,,500,0,,,Irregular Shaped,30.0,False,380.0,0,1978.0,0,S,"Office, Warehouse",Office,East,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
2482,Residential Land(Land Only),Potential Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kokubunjichofuke,Hashioka,29,29.0,29.0,4000000,,620,0,6400.0,21000.0,Irregular Shaped,44.0,False,,0,,0,,,,South,City Road,4.0,Non-divided City Planning Area,60.0,100.0,2nd quarter 2018,2018,2,,
27350,Residential Land(Land Only),Residential Area,37206,Kagawa Prefecture,Sanuki City,Tsudamachitsuda,Sanukitsuda,23,23.0,23.0,3000000,,145,0,20000.0,67000.0,Semi-rectangular Shaped,13.0,False,,0,,0,,,,West,Private Road,4.5,Non-divided City Planning Area,70.0,200.0,3rd quarter 2007,2007,3,,
16559,Residential Land(Land Only),Potential Residential Area,37341,Kagawa Prefecture,"Miki Town,Kita County",Oaza Hikami,Gakuendori,18,18.0,18.0,6200000,,820,0,7600.0,25000.0,Semi-trapezoidal Shaped,47.0,False,,0,,0,,,,East,Town Road,3.8,Non-divided City Planning Area,70.0,200.0,2nd quarter 2010,2010,2,,
23710,Residential Land(Land Only),Residential Area,37202,Kagawa Prefecture,Marugame City,Dokichonishi,Marugame,30-60minutes,30.0,60.0,7600000,,180,0,42000.0,140000.0,Rectangular Shaped,12.0,False,,0,,0,,,,South,Private Road,6.5,Non-divided City Planning Area,70.0,200.0,3rd quarter 2009,2009,3,,
21595,Residential Land(Land Only),Potential Residential Area,37202,Kagawa Prefecture,Marugame City,Hanzanchosantoki,Kurikuma,1H-1H30,60.0,90.0,3500000,,220,0,16000.0,53000.0,Semi-trapezoidal Shaped,17.0,False,,0,,0,,,,Southeast,City Road,1.8,Non-divided City Planning Area,70.0,200.0,2nd quarter 2013,2013,2,,
21247,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Murechoomachi,Yakuriguchi,7,7.0,7.0,10000000,,330,0,30000.0,99000.0,Semi-rectangular Shaped,,False,,0,,0,,,,Northeast,Private Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2013,2013,1,,
25588,"Pre-owned Condominiums, etc.",,37201,Kagawa Prefecture,Takamatsu City,Daikumachi,Kataharamachi (Takamatsu),2,2.0,2.0,2000000,1K,15,0,,,,,False,,0,1990.0,0,SRC,House,,,,,Commercial Zone,80.0,500.0,2nd quarter 2008,2008,2,Not yet,
20041,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Kasugacho,Kitacho,17,17.0,17.0,20000000,,1600,0,13000.0,42000.0,Semi-rectangular Shaped,25.0,False,,0,,0,,,,South,City Road,4.5,Non-divided City Planning Area,60.0,100.0,1st quarter 2013,2013,1,,
23597,Agricultural Land,,37201,Kagawa Prefecture,Takamatsu City,Yashimahigashimachi,,,,,3000000,,980,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2009,2009,4,,
2981,Residential Land(Land and Building),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Setouchicho,Showacho (Kagawa),8,8.0,8.0,1100000,,115,0,,,Semi-rectangular Shaped,6.5,False,135.0,0,1970.0,0,W,House,Other,East,City Road,6.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2017,2017,1,,Dealings in which auction or arbiter participates
4296,Residential Land(Land Only),Residential Area,37201,Kagawa Prefecture,Takamatsu City,Hayashicho,Motoyama (Takamatsu),24,24.0,24.0,18000000,,330,0,56000.0,190000.0,Rectangular Shaped,20.0,False,,0,,0,,,,West,City Road,6.0,Category II Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
17853,Agricultural Land,,37404,Kagawa Prefecture,"Tadotsu Town,Nakatado County",Kotobukicho,,,,,21000000,,1200,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2011,2011,2,,
